POS_P3_A1	POS_P3_A5	POS_P3_B1	POS_P3_B5	POS_P3_C1	POS_P3_E3	POS_P3_E4	POS_P3_F3	POS_P3_F4	POS_P3_G3	POS_P3_G4	POS_P3_H3	POS_P3_H4
1	0	1	0	1	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
7	1	3	1	0	2	1	4	2	17	1	10	0
0	0	0	0	0	2	0	0	0	0	0	2	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0
9	2	3	1	2	35	23	3	5	12	4	20	0
0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
8	11	14	13	14	57	30	20	9	50	4	45	2
10	9	14	6	9	24	18	13	11	8	5	12	2
0	0	0	0	0	11	0	3	0	5	0	4	0
3	2	0	1	1	0	2	0	0	3	0	1	0
6	2	5	2	0	10	7	7	3	17	1	15	0
24	13	37	15	17	150	63	102	25	144	8	142	3
24	4	20	9	22	52	28	19	14	34	6	41	4
13	8	12	5	2	11	14	3	9	4	2	15	0
0	0	0	0	0	0	0	0	0	0	0	0	0
6	2	12	6	1	35	26	16	14	30	3	36	0
48	23	59	28	37	72	95	75	46	102	22	97	11
5	0	0	1	0	1	0	1	1	4	0	0	0
1	1	0	0	1	0	0	0	0	1	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0
44	16	21	18	19	49	69	14	24	42	7	38	3
10	2	9	2	6	12	6	2	2	24	3	31	0
0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	4	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
6	6	6	1	7	155	12	92	10	99	3	122	0
8	10	7	2	8	17	16	19	8	16	3	9	0
19	10	20	9	11	123	26	67	16	47	3	62	5
1	0	1	0	0	0	0	0	0	0	0	0	0
6	6	9	3	3	2	8	0	5	4	1	4	0
57	14	60	17	27	205	107	52	23	169	10	254	5
20	14	25	15	14	59	50	59	28	194	7	276	4
27	12	35	9	24	143	41	29	15	80	9	107	3
23	12	30	21	18	132	47	24	22	113	10	118	4
8	13	7	5	4	22	12	9	14	15	5	29	1
0	1	1	0	1	6	1	2	1	16	0	6	0
1	3	0	1	3	1	0	0	3	1	0	1	0
1	0	2	1	0	2	1	2	1	4	1	3	3
38	16	29	11	16	38	30	26	16	29	5	37	3
4	5	10	4	3	36	10	3	3	38	1	24	1
8	24	25	16	12	15	39	12	23	121	4	127	2
17	4	28	5	22	6	22	4	13	12	9	26	2
9	5	4	3	12	59	14	30	9	84	2	123	1
27	24	28	13	21	288	67	115	35	120	15	191	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	1	2	1	1	0	0	2	0	0	0
0	0	0	0	1	0	0	0	0	2	0	1	0
21	11	45	11	22	17	31	19	6	24	2	27	1
17	6	18	5	6	25	19	10	6	47	0	40	0
4	2	3	0	1	4	5	2	5	7	0	1	0
0	0	0	1	0	0	1	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	2	0	0	0
11	4	6	4	9	33	9	15	5	24	4	32	1
3	5	1	0	6	17	3	7	1	6	2	6	0
1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	1	0	2	0
1	0	0	1	0	2	1	0	1	0	1	0	0
0	0	0	0	0	1	0	0	0	1	0	2	0
7	2	3	3	4	37	8	18	5	21	2	39	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	1	2	0	2	3	1	0	0	4	0
0	0	0	0	0	1	0	0	1	0	0	1	0
87	53	103	32	66	147	197	128	74	204	23	282	9
3	1	3	1	0	10	2	6	1	14	1	8	0
9	9	13	4	13	19	17	30	13	20	4	44	3
0	0	0	0	0	0	0	0	0	0	0	0	0
27	2	27	4	11	77	20	11	10	49	4	43	0
9	4	4	2	2	2	9	1	0	4	0	6	0
0	1	0	0	0	0	0	0	0	1	0	0	0
14	9	18	6	7	47	23	16	10	56	1	47	1
5	2	1	3	5	3	2	1	0	2	0	2	0
6	3	18	3	16	7	6	4	3	7	3	8	0
3	4	3	3	2	0	11	0	4	2	0	4	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0
58	18	43	15	34	11	59	4	43	13	18	12	5
6	0	14	0	11	79	10	11	4	71	0	63	0
54	38	59	25	38	172	81	101	45	160	30	191	6
0	0	0	0	0	0	0	0	0	0	0	0	0
14	10	13	4	10	49	18	35	15	49	7	83	2
12	8	24	2	12	10	11	9	19	14	6	22	3
38	32	47	24	22	96	106	39	34	58	21	64	7
0	0	0	1	1	1	0	1	1	0	0	0	0
3	1	7	3	0	0	4	0	0	0	3	1	1
17	5	11	7	3	38	19	26	12	23	5	33	4
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
21	7	42	6	14	277	57	51	13	92	3	99	4
22	8	18	7	9	33	12	23	15	29	5	45	1
44	27	47	17	20	23	45	3	22	40	20	42	5
1	1	6	0	4	225	36	156	15	61	0	55	0
11	6	17	10	7	43	19	56	10	68	0	77	5
2	1	5	0	2	19	3	5	4	9	0	14	0
0	0	0	0	0	0	0	0	0	0	0	0	0
13	5	11	6	8	66	9	13	6	18	3	32	0
1	4	10	2	3	11	15	9	8	13	4	10	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	2	0	0	0	0	0	0	0	0
0	0	0	0	0	6	0	0	0	3	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	1	0	1	3	1	3	0	6	0	10	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	4	0	0	0	0	0	3	0
0	0	0	0	0	2	0	0	2	1	1	0	0
3	2	1	0	2	14	1	1	2	6	0	8	0
6	3	3	0	4	3	2	1	6	19	4	12	0
3	1	6	3	5	20	9	17	7	15	1	20	0
16	5	17	5	14	23	20	12	6	38	9	33	2
15	3	9	5	8	23	9	3	7	15	6	26	0
0	0	0	0	0	4	0	2	0	7	0	8	0
5	0	6	4	0	14	5	5	1	14	0	5	0
1	1	2	0	1	0	1	1	0	0	0	2	0
0	4	3	2	0	22	2	5	4	14	0	22	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	1	1	0	81	12	42	3	25	0	27	0
0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	1	0	0	0
1	0	1	1	0	0	1	1	0	8	0	2	0
0	1	0	0	0	9	0	11	0	5	0	9	0
0	0	0	0	0	3	0	0	0	0	0	4	0
4	1	3	2	1	1	1	0	0	0	1	1	1
37	38	74	34	42	77	124	61	50	87	23	75	11
1	0	0	1	1	1	1	1	0	1	0	2	0
50	28	48	30	28	176	59	95	48	153	19	144	7
37	19	46	20	25	235	93	42	41	151	10	174	6
0	0	0	0	0	0	0	0	0	0	0	0	0
37	32	36	21	28	407	82	182	40	333	11	331	7
73	38	70	26	55	376	166	291	75	371	19	462	16
8	1	6	3	8	57	9	25	4	41	0	42	2
19	8	29	7	25	125	18	66	17	102	7	111	1
1	1	2	3	1	1	4	1	2	0	2	2	0
3	0	0	1	0	3	0	1	0	1	0	1	1
0	0	0	0	2	5	0	0	0	2	0	2	0
1	0	5	0	1	24	2	3	0	11	0	10	0
9	3	5	7	7	13	16	7	7	11	5	11	1
0	1	2	1	1	6	2	1	1	1	1	4	0
4	0	4	0	0	4	2	1	1	1	1	6	0
3	7	15	1	2	14	15	6	5	13	1	12	1
2	0	7	3	1	18	10	4	4	15	1	5	0
2	2	1	1	1	0	0	1	1	2	1	2	1
0	0	1	0	1	10	0	6	1	12	1	5	0
0	1	3	1	3	36	2	7	4	21	1	12	0
2	2	3	0	4	13	2	2	2	9	0	6	0
0	0	0	0	1	1	1	2	0	1	0	1	0
8	4	8	4	1	0	8	1	5	0	0	2	1
12	5	18	5	9	78	15	11	9	32	2	44	0
1	0	0	0	1	2	0	0	2	0	0	1	0
1	2	2	2	1	27	7	7	6	15	1	23	1
0	1	1	0	0	2	1	0	1	0	2	1	0
14	8	16	9	17	90	30	44	25	49	6	71	4
33	23	45	8	22	173	65	175	26	134	11	86	5
56	46	62	28	34	318	154	156	52	243	16	277	6
12	9	11	6	12	6	13	9	10	16	6	23	2
0	0	0	0	0	0	0	0	0	0	0	0	0
43	22	62	17	38	93	60	75	39	115	10	70	4
22	19	28	13	17	85	21	52	25	96	6	91	2
5	1	6	0	4	20	3	2	2	10	1	13	0
11	9	18	6	8	133	24	27	14	71	3	67	0
3	1	6	1	5	29	11	19	9	20	1	19	0
5	4	9	7	5	21	10	11	3	14	2	13	0
10	7	8	5	6	74	16	22	10	108	7	140	6
0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	1	0	1	4	1	1	1	1	1	5	0
0	0	0	0	0	0	0	0	0	0	0	0	0
3731	1958	4474	1429	2601	12026	6685	8070	3824	7701	1098	8691	654
3	3	4	1	2	22	3	5	0	12	1	21	1
10	2	6	2	5	44	10	22	5	23	5	30	2
67	38	168	32	79	476	160	221	80	248	17	259	6
1	1	3	1	1	59	0	22	0	33	2	39	1
0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	3	0	3	11	3	16	1	12	1	19	0
52	41	90	23	33	39	42	10	21	39	24	37	7
7	1	6	4	5	7	5	4	4	6	2	13	1
2	0	4	0	1	1	1	0	0	0	0	0	0
47	19	49	19	59	31	61	27	29	25	11	28	7
2	0	0	0	1	1	1	0	2	3	0	5	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	2	0	0	0	0	0	1	1	0	2	0
13	4	18	7	12	22	11	7	13	17	7	16	1
10	6	7	10	3	8	7	3	6	18	5	12	1
9	8	10	8	7	22	14	15	5	23	8	37	5
0	0	2	0	2	22	3	2	1	0	0	2	0
10	2	12	2	3	38	17	9	8	27	5	31	1
1	0	1	2	2	1	2	1	0	3	3	1	0
5	4	4	2	1	4	6	3	3	5	1	9	0
20	13	16	7	18	30	17	9	9	41	7	43	3
2	1	0	2	2	15	2	12	2	6	0	5	0
1	0	1	0	1	3	0	5	1	2	0	5	0
3	0	3	1	1	20	6	11	2	15	2	28	0
15	6	12	4	15	22	13	9	9	22	3	45	1
2	1	1	1	0	1	4	1	1	3	0	4	0
2	2	3	0	2	33	6	4	1	26	1	21	1
40	17	33	6	27	21	35	8	18	43	8	42	3
22	13	24	10	9	48	22	14	10	34	8	52	1
38	11	38	10	21	49	42	27	20	56	12	55	4
9	3	12	3	4	24	17	14	7	22	1	35	0
0	1	0	0	2	0	1	0	0	3	0	2	0
1	2	3	1	1	11	8	16	2	8	0	10	0
15	4	16	2	10	16	19	5	10	5	4	13	1
28	6	28	7	10	38	21	7	9	34	5	66	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	1	54	0	7	0	17	0	24	0
8	5	10	4	9	58	11	29	10	48	2	47	1
16	8	21	4	14	62	28	29	11	43	3	61	2
2	0	0	0	0	1	0	0	0	2	0	0	0
16	3	21	6	6	39	15	20	14	26	2	29	1
21	14	27	10	14	60	45	31	19	72	6	75	3
0	0	0	0	0	0	0	1	0	1	0	2	0
13	8	11	11	12	56	37	36	26	49	12	70	2
0	0	1	0	0	0	0	1	0	2	0	0	1
14	4	16	7	12	57	17	19	7	50	1	68	2
39	16	37	12	20	57	56	22	31	77	4	102	3
22	3	27	1	18	56	19	13	8	45	1	40	2
26	18	42	19	25	61	76	48	36	57	16	84	5
14	9	26	7	18	152	21	50	18	123	10	183	1
6	2	6	4	9	6	3	1	0	7	2	11	1
8	4	6	5	6	25	12	11	5	32	1	26	0
4	1	5	6	1	13	11	11	8	33	4	42	2
21	18	30	9	17	63	31	38	13	77	8	89	4
0	0	0	0	0	0	0	0	0	0	0	0	0
8	5	12	3	3	30	14	5	3	11	4	33	2
0	0	0	0	0	0	0	0	1	6	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0
24	15	16	12	15	40	30	17	17	27	14	60	4
0	0	1	0	1	1	1	1	0	3	0	1	0
1	0	0	2	2	0	0	5	1	4	0	2	0
4	3	10	2	7	21	7	3	1	13	1	14	0
8	0	11	2	8	19	7	11	7	5	4	12	3
0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	3	2	1	1	0	0	0	0
5	2	3	1	8	234	12	48	4	48	1	54	0
48	36	44	26	20	78	49	73	37	102	11	109	9
11	4	15	14	12	28	25	13	11	10	2	16	7
15	20	15	8	11	33	28	9	10	34	9	47	4
18	4	11	5	7	10	13	7	12	23	1	30	2
0	0	0	0	0	0	0	0	1	3	0	0	0
20	8	31	7	18	74	17	31	16	64	0	114	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
15	12	72	3	23	40	43	23	43	46	8	54	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
39	8	34	9	26	96	55	27	15	57	11	81	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	6	1	3	36	12	29	5	27	1	39	0
12	19	15	7	12	46	24	26	17	46	5	58	0
9	2	6	8	15	46	24	13	7	56	5	49	2
9	8	20	4	11	45	23	32	16	40	0	53	1
9	7	18	10	4	141	30	62	8	65	3	121	2
0	0	0	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	0	0	0
10	2	23	5	7	2	7	0	1	3	1	1	1
2	1	6	0	2	6	5	0	5	3	2	2	0
83	59	118	28	39	629	178	246	74	330	28	402	8
0	0	1	0	1	1	0	0	0	0	0	0	0
0	1	0	0	1	0	0	0	1	0	0	0	0
2	0	1	1	6	1	1	0	0	0	0	0	0
3	0	5	1	9	2	3	0	1	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0
309	262	484	157	203	53	599	94	379	208	117	274	41
0	0	1	1	0	0	0	0	0	0	0	0	0
33	12	28	3	20	42	21	12	23	45	11	56	4
1	1	1	0	2	3	4	2	0	2	1	5	1
9	6	8	5	8	10	15	2	8	8	3	11	0
1	0	0	0	1	0	0	0	1	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	4	0	10	0	1	0	1	0	0	0	0
78	62	83	47	17	248	116	50	68	88	14	81	3
363	280	398	331	100	995	729	396	325	388	56	438	18
26	18	22	20	12	77	59	26	44	54	10	88	8
1	0	0	0	1	0	0	0	0	1	0	1	0
9	4	11	2	2	6	10	15	7	15	1	20	1
6	10	16	3	6	23	15	15	11	11	3	10	3
43	23	44	16	24	163	79	80	35	221	16	221	2
16	5	25	3	15	41	16	25	10	81	4	74	1
10	6	21	5	19	41	27	20	11	51	2	74	0
3	1	2	0	3	9	7	1	2	7	3	6	0
6	6	22	7	10	214	22	147	16	77	10	81	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	0	0	1	0	0	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	2	1	0	0	0	0	0	1	0
252	183	254	134	177	725	428	84	187	368	80	474	38
0	0	3	0	1	0	2	0	2	2	0	0	0
25	13	30	18	29	100	42	31	14	58	11	77	3
4	7	7	0	3	2	5	1	2	2	2	4	1
0	0	0	0	0	1	0	6	0	2	0	5	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2	1	0	7	2	3	1	10	1	14	1
19	14	18	12	11	48	17	21	16	42	2	63	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0	0	0	4	0
0	0	2	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	3	0	6	0	2	0	5	1
2	0	2	0	1	4	7	2	3	5	6	6	0
6	3	5	1	1	0	0	0	1	0	0	0	0
0	0	2	0	1	4	0	2	1	4	0	8	0
3	2	1	0	2	2	1	0	0	4	0	4	0
1	0	0	0	1	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0
8	3	8	2	2	0	9	0	4	0	0	0	1
18	4	30	4	11	44	17	19	11	64	3	67	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0
7	1	1	1	2	0	5	0	3	0	1	0	0
1	0	0	0	0	1	0	0	0	0	0	0	0
0	1	1	0	1	1	0	1	0	1	1	0	0
1	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	6	0	1	85	2	44	1	331	2	423	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	2	0	6	2	0	0	5	0	7	0
0	0	0	0	0	1	0	0	0	4	0	2	0
13	2	3	1	4	18	7	2	3	23	6	17	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	28	0	2	0	35	0	48	1
0	0	0	0	1	7	0	7	0	47	0	40	0
3	0	6	1	2	4	4	2	3	4	0	2	1
254	168	327	130	183	61	388	51	259	110	132	136	38
12	5	17	4	8	36	27	14	7	38	3	21	1
51	19	37	17	34	192	68	60	34	106	10	143	5
0	2	0	0	0	0	0	0	0	0	0	1	0
2	1	3	3	2	4	0	0	1	9	0	2	0
229	117	224	123	118	15	287	28	162	30	56	26	21
7	0	5	1	2	34	6	13	3	50	1	47	2
0	0	0	0	0	0	0	0	0	0	0	0	0
8	1	5	1	8	1045	7	61	3	97	1	90	1
0	0	0	0	0	3	0	0	0	0	0	1	0
5	1	6	1	4	0	2	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
80	58	106	35	50	654	224	266	118	430	37	465	17
4	3	3	4	5	1	21	0	4	2	1	5	3
0	0	1	0	0	3	0	2	0	2	0	5	1
0	1	5	1	4	4	4	1	3	6	1	8	0
197	106	148	72	92	102	289	37	147	610	62	400	29
5	1	7	2	5	89	6	37	5	47	1	45	4
12	3	13	8	8	51	11	23	1	55	2	29	0
0	0	0	0	0	4	0	3	0	6	0	9	0
0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	3	0	3	16	2	10	3	19	2	14	0
1	0	1	0	0	10	0	5	0	16	0	14	0
0	0	0	0	0	0	0	4	0	5	0	2	0
40	22	20	10	8	43	64	14	14	81	6	78	2
50	41	41	29	21	178	88	72	34	107	15	150	13
6	1	4	2	2	7	8	5	3	3	2	6	0
30	16	32	13	13	101	77	35	32	43	7	68	2
1	0	0	0	4	4	0	0	0	0	0	3	1
0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	4	1	1	0	3	1	3	0
1	0	1	0	1	91	8	34	2	46	0	50	0
1	1	0	0	0	0	1	0	0	1	0	1	0
4	2	1	0	4	9	6	2	3	13	1	24	1
166	104	159	109	126	33	185	10	101	43	73	48	12
12	5	11	6	13	97	32	30	12	80	4	78	1
216	147	259	110	138	932	366	645	217	758	66	949	38
56	55	75	35	46	254	172	95	80	249	20	298	10
5	3	7	2	2	60	6	34	3	37	1	32	0
8	5	8	3	4	29	15	16	4	16	2	28	2
0	1	0	0	0	2	1	2	0	4	0	0	0
53	25	69	23	42	131	113	221	40	191	12	223	5
27	18	40	8	20	346	55	135	35	168	16	169	0
18	7	9	4	10	27	13	12	15	34	12	44	0
3	3	9	3	9	19	11	15	1	18	4	17	2
269	198	320	149	166	1651	623	981	243	976	84	1232	43
3	0	0	0	0	3	1	2	0	7	1	12	0
411	174	425	166	263	887	808	397	340	538	77	576	27
80	31	97	32	61	707	175	89	78	503	27	496	13
106	52	119	37	55	527	188	270	84	201	19	268	11
18	14	28	11	74	74	39	27	11	31	4	30	0
1	1	0	1	0	0	0	1	0	0	1	1	0
159	92	175	75	133	176	305	65	166	144	55	226	21
68	49	80	30	39	186	116	184	64	161	18	215	7
62	32	66	21	43	139	80	50	29	143	18	167	2
8	3	9	4	5	34	15	22	7	39	0	47	2
7	4	9	5	4	28	9	13	3	23	0	36	1
13	7	10	3	8	23	15	6	11	10	6	18	0
7	7	14	7	8	39	17	27	9	24	3	32	0
11	5	8	2	20	22	13	7	9	49	2	46	0
0	0	0	0	0	0	0	0	0	0	0	0	0
9	15	8	3	5	1	9	0	4	1	0	0	0
53	20	52	21	27	174	69	162	32	123	16	141	5
142	52	166	35	106	765	147	494	82	507	23	529	21
12	5	6	3	9	144	4	41	5	80	1	88	2
74	24	94	20	46	100	76	36	49	181	12	239	8
42	51	48	31	29	56	93	56	42	119	19	102	3
26	8	26	6	14	62	30	59	15	35	3	63	1
2	3	32	2	7	2	2	1	6	2	2	1	0
8	1	4	5	4	32	1	12	4	26	1	35	1
4	0	0	2	0	0	0	1	1	4	1	0	0
14	14	15	1	10	0	7	0	2	0	2	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	3	8	0	0	9	1	2	0	1	0	1
1	2	2	0	1	0	1	0	0	1	0	1	1
11	6	12	7	6	79	17	57	11	52	3	70	2
5	11	8	3	5	8	10	6	6	18	2	26	2
0	0	1	0	1	55	1	12	0	10	0	12	0
0	0	2	0	0	1	0	0	0	0	0	0	1
3	2	1	0	0	1	1	1	0	9	0	5	0
14	1	7	0	9	6	9	0	3	15	2	13	0
4	3	2	0	4	57	1	34	0	34	1	42	0
11	8	16	13	8	31	25	34	12	38	5	44	6
1	1	4	0	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	2	0	0	0
9	3	3	3	7	11	5	14	5	6	6	7	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
5	4	3	1	4	1	10	1	4	2	1	2	0
41	13	21	6	19	57	25	22	10	45	6	63	6
0	0	0	0	0	0	0	0	0	0	0	1	0
94	21	65	18	57	371	37	160	30	379	28	445	16
2	1	3	1	3	29	1	19	2	94	2	85	1
0	0	1	0	0	2	1	0	0	3	0	0	0
4	12	9	5	4	9	15	4	5	13	4	18	0
13	5	7	3	3	133	12	34	1	96	1	123	2
19	17	12	11	11	28	21	15	14	23	5	26	2
0	0	0	0	0	0	0	0	0	0	0	0	0
27	8	9	9	6	4	34	6	14	3	5	11	8
20	8	14	3	8	63	17	14	11	115	5	114	1
48	19	32	16	28	35	39	7	27	37	11	69	6
25	8	22	8	13	25	36	5	12	25	4	42	1
12	4	14	1	3	15	15	14	17	20	4	16	2
3	3	3	2	2	30	8	25	1	108	1	132	0
0	0	1	0	0	1	0	0	2	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	1	0	1	0
8	2	11	2	12	15	11	8	10	28	6	39	1
6	1	3	4	9	8	6	3	2	3	1	14	1
47	17	45	19	35	88	63	36	33	112	8	87	4
7	6	13	3	8	27	21	26	10	27	3	28	2
7	5	12	3	6	18	14	19	12	11	2	18	1
0	0	0	0	1	1	0	0	0	0	0	0	0
0	0	1	0	0	1	0	4	0	0	0	5	0
1	0	4	2	0	0	2	0	1	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0
60	27	66	21	38	264	109	149	39	248	13	301	6
2798	1544	3563	1202	2556	40	4560	47	2365	38	324	54	231
270	184	297	179	283	5	387	3	297	2	67	11	25
0	0	0	0	0	9	0	2	0	1	0	1	0
107	55	193	68	75	127	130	40	71	154	34	203	12
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	3	1	3	4	0	6	1	3	1	9	0
0	1	0	0	0	25	0	17	0	12	0	18	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0	0	0	1	0
0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	1	1	0	0	0	0	0	0
0	0	1	0	0	3	0	4	0	4	0	3	0
1	0	0	1	1	2	1	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
12	2	24	8	13	15	20	7	14	29	5	25	4
13	3	21	8	14	30	19	8	6	48	6	53	3
14	4	16	4	8	18	12	7	6	18	6	21	0
9	5	17	6	8	45	20	18	3	51	3	54	2
0	0	1	0	1	14	1	10	0	12	0	10	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0
3	0	1	0	1	42	7	17	2	10	0	21	0
0	0	0	0	0	1	0	0	0	1	0	0	0
27	17	25	7	9	37	18	5	14	34	4	27	1
42	21	56	14	34	8	33	5	20	32	16	26	1
0	0	0	0	0	0	0	0	0	0	0	0	0
31	13	58	12	39	35	42	22	27	65	10	78	2
0	0	1	0	1	2	0	0	0	0	1	3	0
14	2	8	3	7	13	12	2	3	12	2	8	0
1	2	0	1	1	0	2	0	0	5	1	2	0
32	20	28	9	27	100	26	29	9	37	7	43	3
14	12	7	6	4	0	10	0	7	0	6	2	0
0	0	0	0	0	0	1	0	0	1	0	0	0
3	6	6	3	3	21	13	12	5	13	1	22	3
0	0	0	0	0	1	0	0	0	0	0	1	0
4	6	6	6	2	46	5	50	6	38	0	64	0
0	0	0	0	0	0	0	0	0	0	0	0	0
6	5	6	0	5	23	14	22	3	16	1	23	0
17	9	29	7	22	1	26	1	14	0	8	6	2
1	4	4	4	2	2	0	0	0	7	0	4	1
14	15	30	16	8	77	37	21	20	28	6	33	4
5	1	9	2	3	24	13	2	0	28	2	27	4
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
6	3	12	3	5	35	16	4	7	21	2	17	1
1	0	8	0	0	6	4	6	1	8	0	9	1
8	1	11	5	5	3	16	0	6	1	2	2	0
1	0	1	0	4	0	3	0	0	0	0	3	1
