"","batch","well","treatment","sample","genes_detected","genes_detected_zscore","genes_detected_pval","genes_detected_padj","counts"
"M1B_T384s1_D23","M1B","D23","P7NG# 16 D20 SF GFP +","M1B_T384s1_D23",4845,-2.21090403424924,0.0270424832613511,0.412755200117408,20969
"M1B_T384s1_D24","M1B","D24","P7NG# 8 D20 SF GFP +","M1B_T384s1_D24",4766,-2.24585729905168,0.0247131497497476,0.412602152343613,17584
"M1B_T384s1_E1","M1B","E1","P7NG#1","M1B_T384s1_E1",4860,-2.20426733840068,0.0275055485147504,0.412755200117408,22139
"M1B_T384s1_E2","M1B","E2","AdMyoD","M1B_T384s1_E2",12045,0.974709973061035,0.329704144524224,0.994975217358688,569084
"M1B_T384s1_E3","M1B","E3","E3","M1B_T384s1_E3",13866,1.78040484907659,0.075009728767012,0.729208502443863,3297132
"M1B_T384s1_E4","M1B","E4","E4","M1B_T384s1_E4",10496,0.289360515099421,0.772305507519583,0.994975217358688,222208
"M1B_T384s1_E5","M1B","E5","E5","M1B_T384s1_E5",10415,0.25352235751718,0.799864586563489,0.994975217358688,218362
"M1B_T384s1_E6","M1B","E6","E6","M1B_T384s1_E6",11825,0.87737176728211,0.380284742786372,0.994975217358688,479723
"M1B_T384s1_E7","M1B","E7","E7","M1B_T384s1_E7",11907,0.913652371254255,0.360899538232225,0.994975217358688,488951
"M1B_T384s1_E8","M1B","E8","E8","M1B_T384s1_E8",12794,1.30610231909929,0.19151776443364,0.994975217358688,1298438
"M1B_T384s1_E9","M1B","E9","E9","M1B_T384s1_E9",11910,0.914979710423968,0.360202281754354,0.994975217358688,467218
"M1B_T384s1_E10","M1B","E10","E10","M1B_T384s1_E10",11973,0.942853832987932,0.345755671892275,0.994975217358688,551428
"M1B_T384s1_E11","M1B","E11","E11","M1B_T384s1_E11",11147,0.577393114927059,0.563673924224746,0.994975217358688,408292
"M1B_T384s1_E12","M1B","E12","E12","M1B_T384s1_E12",11726,0.833569574681594,0.404523576555835,0.994975217358688,485863
"M1B_T384s1_E13","M1B","E13","E13","M1B_T384s1_E13",10907,0.471205981350049,0.637493647754065,0.994975217358688,280672
"M1B_T384s1_E14","M1B","E14","E14","M1B_T384s1_E14",10685,0.372982882791316,0.70916118376891,0.994975217358688,245931
"M1B_T384s1_E15","M1B","E15","E15","M1B_T384s1_E15",10785,0.417227521781736,0.676511996374173,0.994975217358688,258600
"M1B_T384s1_E16","M1B","E16","E16","M1B_T384s1_E16",10655,0.35970949109419,0.719064393643317,0.994975217358688,251141
"M1B_T384s1_E17","M1B","E17","E17","M1B_T384s1_E17",10086,0.107957495238697,0.914029408970551,0.994975217358688,170958
"M1B_T384s1_E18","M1B","E18","E18","M1B_T384s1_E18",11242,0.619425521967958,0.535636072189224,0.994975217358688,354300
"M1B_T384s1_E19","M1B","E19","E19","M1B_T384s1_E19",10897,0.466781517451007,0.640656200590148,0.994975217358688,248189
"M1B_T384s1_E20","M1B","E20","E20","M1B_T384s1_E20",9660,-0.0805246668604949,0.935819978615353,0.994975217358688,159314
"M1B_T384s1_E21","M1B","E21","E21","M1B_T384s1_E21",11438,0.706145014389183,0.480097960629954,0.994975217358688,479632
"M1B_T384s1_E22","M1B","E22","E22","M1B_T384s1_E22",10619,0.343781421057638,0.731010673432472,0.994975217358688,242891
"M1B_T384s1_E23","M1B","E23","P7NG# 14 D20 SF GFP -","M1B_T384s1_E23",5374,-1.97684989398992,0.0480585999786434,0.542779482111738,23909
"M1B_T384s1_E24","M1B","E24","P7NG# 10 D20 SF GFP -","M1B_T384s1_E24",4756,-2.25028176295072,0.0244310648628164,0.412602152343613,20641
"M1B_T384s1_F1","M1B","F1","P7NG#5","M1B_T384s1_F1",6394,-1.52555457628763,0.127120831897006,0.994975217358688,38708
"M1B_T384s1_F2","M1B","F2","AdMyoD","M1B_T384s1_F2",12669,1.25079652036126,0.211008724736364,0.994975217358688,799610
"M1B_T384s1_F3","M1B","F3","F3","M1B_T384s1_F3",10511,0.295997210947984,0.767232211355386,0.994975217358688,217591
"M1B_T384s1_F4","M1B","F4","F4","M1B_T384s1_F4",11194,0.598188095252556,0.549714433942283,0.994975217358688,301585
"M1B_T384s1_F5","M1B","F5","F5","M1B_T384s1_F5",12730,1.27778575014542,0.201324980176818,0.994975217358688,1027712
"M1B_T384s1_F6","M1B","F6","F6","M1B_T384s1_F6",10400,0.246885661668617,0.804996713240853,0.994975217358688,210291
"M1B_T384s1_F7","M1B","F7","F7","M1B_T384s1_F7",11157,0.581817578826101,0.560689562056578,0.994975217358688,417795
"M1B_T384s1_F8","M1B","F8","F8","M1B_T384s1_F8",11447,0.71012703189832,0.477625364639393,0.994975217358688,527353
"M1B_T384s1_F9","M1B","F9","F9","M1B_T384s1_F9",11130,0.569871526298687,0.568764838394457,0.994975217358688,352175
"M1B_T384s1_F10","M1B","F10","F10","M1B_T384s1_F10",12403,1.13310578064674,0.257169834114194,0.994975217358688,665585
"M1B_T384s1_F11","M1B","F11","F11","M1B_T384s1_F11",12905,1.35521386837865,0.175349427412176,0.994975217358688,1465741
"M1B_T384s1_F12","M1B","F12","F12","M1B_T384s1_F12",11333,0.659688143449241,0.509453976894654,0.994975217358688,342137
"M1B_T384s1_F13","M1B","F13","F13","M1B_T384s1_F13",11785,0.859673911685942,0.389968819486293,0.994975217358688,486750
"M1B_T384s1_F14","M1B","F14","F14","M1B_T384s1_F14",11034,0.527396672867883,0.597918153513235,0.994975217358688,289528
"M1B_T384s1_F15","M1B","F15","F15","M1B_T384s1_F15",9747,-0.0420318309388291,0.966473323111434,0.994975217358688,205497
"M1B_T384s1_F16","M1B","F16","F16","M1B_T384s1_F16",10793,0.42076709290097,0.673925163206903,0.994975217358688,264443
"M1B_T384s1_F17","M1B","F17","F17","M1B_T384s1_F17",10951,0.490673622505834,0.623657305579701,0.994975217358688,251553
"M1B_T384s1_F18","M1B","F18","F18","M1B_T384s1_F18",11296,0.643317627022785,0.520018020835072,0.994975217358688,506581
"M1B_T384s1_F19","M1B","F19","F19","M1B_T384s1_F19",11277,0.634911145614605,0.525486367472622,0.994975217358688,350193
"M1B_T384s1_F20","M1B","F20","F20","M1B_T384s1_F20",9652,-0.0840642379797286,0.933005357922663,0.994975217358688,145461
"M1B_T384s1_F21","M1B","F21","F21","M1B_T384s1_F21",11422,0.699065872150715,0.484510865323075,0.994975217358688,392046
"M1B_T384s1_F22","M1B","F22","F22","M1B_T384s1_F22",12167,1.02868843262935,0.303626107285085,0.994975217358688,780266
"M1B_T384s1_F23","M1B","F23","P7NG# 14 D20 SF GFP +","M1B_T384s1_F23",4288,-2.45734667342589,0.0139967544600433,0.37250293225588,15129
"M1B_T384s1_F24","M1B","F24","P7NG# 10 D20 SF GFP +","M1B_T384s1_F24",3603,-2.76042245051027,0.00577266613005801,0.293764263161503,11304
"M1B_T384s1_G1","M1B","G1","P7NG#6","M1B_T384s1_G1",5880,-1.75297202069839,0.0796068098550476,0.739416355828135,35785
"M1B_T384s1_G2","M1B","G2","AdMyoD","M1B_T384s1_G2",13015,1.40388297126811,0.160353701279183,0.994975217358688,1001546
"M1B_T384s1_G3","M1B","G3","G3","M1B_T384s1_G3",10419,0.255292143076797,0.798497467862355,0.994975217358688,213577
"M1B_T384s1_G4","M1B","G4","G4","M1B_T384s1_G4",10825,0.434925377377904,0.663616593583097,0.994975217358688,216390
"M1B_T384s1_G5","M1B","G5","G5","M1B_T384s1_G5",10831,0.43758005571733,0.661690731528922,0.994975217358688,247579
"M1B_T384s1_G6","M1B","G6","G6","M1B_T384s1_G6",9419,-0.187154246827408,0.851539696662762,0.994975217358688,133361
"M1B_T384s1_G7","M1B","G7","G7","M1B_T384s1_G7",11136,0.572526204638112,0.566965538085365,0.994975217358688,294084
"M1B_T384s1_G8","M1B","G8","G8","M1B_T384s1_G8",10410,0.251310125567659,0.801574347255855,0.994975217358688,226870
"M1B_T384s1_G9","M1B","G9","G9","M1B_T384s1_G9",10640,0.353072795245626,0.724033867388516,0.994975217358688,261128
"M1B_T384s1_G10","M1B","G10","G10","M1B_T384s1_G10",11232,0.615001058068916,0.53855402167323,0.994975217358688,391808
"M1B_T384s1_G11","M1B","G11","G11","M1B_T384s1_G11",12389,1.12691153118808,0.259779887469631,0.994975217358688,771625
"M1B_T384s1_G12","M1B","G12","G12","M1B_T384s1_G12",11332,0.659245697059337,0.509738006829684,0.994975217358688,321158
"M1B_T384s1_G13","M1B","G13","G13","M1B_T384s1_G13",10573,0.323428887122045,0.746370455377395,0.994975217358688,217378
"M1B_T384s1_G14","M1B","G14","G14","M1B_T384s1_G14",9893,0.0225653419871849,0.981996989871587,0.996709008282428,174626
"M1B_T384s1_G15","M1B","G15","G15","M1B_T384s1_G15",12276,1.07691508912891,0.281518201369032,0.994975217358688,645097
"M1B_T384s1_G16","M1B","G16","G16","M1B_T384s1_G16",11069,0.542882296514531,0.587210845826379,0.994975217358688,308115
"M1B_T384s1_G17","M1B","G17","G17","M1B_T384s1_G17",9702,-0.0619419184845183,0.950609085446258,0.994975217358688,156371
"M1B_T384s1_G18","M1B","G18","G18","M1B_T384s1_G18",9676,-0.0734455246220277,0.941451591980036,0.994975217358688,142038
"M1B_T384s1_G19","M1B","G19","G19","M1B_T384s1_G19",8643,-0.530492645393072,0.595770406880121,0.994975217358688,103452
"M1B_T384s1_G20","M1B","G20","G20","M1B_T384s1_G20",9511,-0.146449178956222,0.8835668065806,0.994975217358688,139527
"M1B_T384s1_G21","M1B","G21","G21","M1B_T384s1_G21",11458,0.714993942187267,0.474612786503098,0.994975217358688,375624
"M1B_T384s1_G22","M1B","G22","G22","M1B_T384s1_G22",11491,0.729594673054105,0.465637979302403,0.994975217358688,377409
"M1B_T384s1_G23","M1B","G23","P7NG# 5 D20 SF GFP -","M1B_T384s1_G23",7596,-0.993734015622775,0.320352377749975,0.994975217358688,58956
"M1B_T384s1_G24","M1B","G24","P7NG# 8 D30 GFP -","M1B_T384s1_G24",5242,-2.03525281745728,0.041825441021175,0.5098720429248,25532
"M1B_T384s1_H1","M1B","H1","P7NG#8","M1B_T384s1_H1",7063,-1.22955794144172,0.218862687896347,0.994975217358688,51800
"M1B_T384s1_H2","M1B","H2","AdMyoD","M1B_T384s1_H2",13126,1.45299452054748,0.14622527537795,0.994975217358688,1200671
"M1B_T384s1_H3","M1B","H3","H3","M1B_T384s1_H3",11679,0.812774594356096,0.416347304146004,0.994975217358688,378742
"M1B_T384s1_H4","M1B","H4","H4","M1B_T384s1_H4",10691,0.375637561130741,0.707186362656371,0.994975217358688,256021
"M1B_T384s1_H5","M1B","H5","H5","M1B_T384s1_H5",11476,0.722957977205542,0.469705702192458,0.994975217358688,413214
"M1B_T384s1_H6","M1B","H6","H6","M1B_T384s1_H6",8693,-0.508370325897862,0.611193659088649,0.994975217358688,110511
"M1B_T384s1_H7","M1B","H7","H7","M1B_T384s1_H7",11362,0.672519088756463,0.501253292013155,0.994975217358688,328957
"M1B_T384s1_H8","M1B","H8","H8","M1B_T384s1_H8",11099,0.556155688211657,0.57810442847247,0.994975217358688,350956
"M1B_T384s1_H9","M1B","H9","H9","M1B_T384s1_H9",10838,0.440677180446659,0.659446719097341,0.994975217358688,310812
"M1B_T384s1_H10","M1B","H10","H10","M1B_T384s1_H10",14067,1.86933657344734,0.0615760028280718,0.647813290026838,3932587
"M1B_T384s1_H11","M1B","H11","H11","M1B_T384s1_H11",9608,-0.103531879135514,0.917540849540563,0.994975217358688,160801
"M1B_T384s1_H12","M1B","H12","H12","M1B_T384s1_H12",11783,0.858789018906133,0.390456927034991,0.994975217358688,637650
"M1B_T384s1_H13","M1B","H13","H13","M1B_T384s1_H13",10320,0.211489950476281,0.832504973230462,0.994975217358688,205758
"M1B_T384s1_H14","M1B","H14","H14","M1B_T384s1_H14",11667,0.807465237677246,0.419398494454744,0.994975217358688,432377
"M1B_T384s1_H15","M1B","H15","H15","M1B_T384s1_H15",11073,0.544652082074148,0.585992827075659,0.994975217358688,320866
"M1B_T384s1_H16","M1B","H16","H16","M1B_T384s1_H16",9795,-0.0207944042234272,0.983409661558078,0.996709008282428,166956
"M1B_T384s1_H17","M1B","H17","H17","M1B_T384s1_H17",11425,0.700393211320428,0.483681774681907,0.994975217358688,343194
"M1B_T384s1_H18","M1B","H18","H18","M1B_T384s1_H18",11235,0.616328397238629,0.537677800389224,0.994975217358688,355768
"M1B_T384s1_H19","M1B","H19","H19","M1B_T384s1_H19",10271,0.189810077370975,0.849457958854985,0.994975217358688,190309
"M1B_T384s1_H20","M1B","H20","H20","M1B_T384s1_H20",10443,0.265910856434498,0.790307863796411,0.994975217358688,222106
"M1B_T384s1_H21","M1B","H21","H21","M1B_T384s1_H21",9880,0.0168135389184303,0.986585368929229,0.996709008282428,176735
"M1B_T384s1_H22","M1B","H22","H22","M1B_T384s1_H22",10919,0.4765153380289,0.633707282779291,0.994975217358688,336795
"M1B_T384s1_H23","M1B","H23","P7NG# 5 D20 SF GFP +","M1B_T384s1_H23",7273,-1.13664419956183,0.255687054907481,0.994975217358688,45012
"M1B_T384s1_H24","M1B","H24","P7NG# 8 D30 GFP +","M1B_T384s1_H24",4611,-2.31443648948683,0.0206437912538943,0.409654454830882,19541
"M1B_T384s1_I1","M1B","I1","P7NG#9","M1B_T384s1_I1",4949,-2.16488960969921,0.0303961401024155,0.412755200117408,21550
"M1B_T384s1_I2","M1B","I2","5D Inj TA 2","M1B_T384s1_I2",3847,-2.65246553137364,0.00799062860041409,0.293764263161503,12141
"M1B_T384s1_I3","M1B","I3","I3","M1B_T384s1_I3",10702,0.380504471419687,0.703570978009457,0.994975217358688,240095
"M1B_T384s1_I4","M1B","I4","I4","M1B_T384s1_I4",9223,-0.273873739248633,0.784181653303016,0.994975217358688,118727
"M1B_T384s1_I5","M1B","I5","I5","M1B_T384s1_I5",10079,0.104860370509367,0.916486605299064,0.994975217358688,183218
"M1B_T384s1_I6","M1B","I6","I6","M1B_T384s1_I6",9604,-0.10530166469513,0.91613644208554,0.994975217358688,128163
"M1B_T384s1_I7","M1B","I7","I7","M1B_T384s1_I7",12116,1.00612366674423,0.314356085380075,0.994975217358688,545393
"M1B_T384s1_I8","M1B","I8","I8","M1B_T384s1_I8",10904,0.469878642180337,0.638441724210866,0.994975217358688,324763
"M1B_T384s1_I9","M1B","I9","I9","M1B_T384s1_I9",10192,0.154856812568542,0.876934201416102,0.994975217358688,199673
"M1B_T384s1_I10","M1B","I10","I10","M1B_T384s1_I10",10454,0.270777766723444,0.78656196085087,0.994975217358688,193845
"M1B_T384s1_I11","M1B","I11","I11","M1B_T384s1_I11",11601,0.778263775943568,0.436413525911666,0.994975217358688,444173
"M1B_T384s1_I12","M1B","I12","I12","M1B_T384s1_I12",11363,0.672961535146367,0.500971762246899,0.994975217358688,353526
"M1B_T384s1_I13","M1B","I13","I13","M1B_T384s1_I13",11353,0.668537071247325,0.503790826495526,0.994975217358688,412935
"M1B_T384s1_I14","M1B","I14","I14","M1B_T384s1_I14",11273,0.633141360054989,0.526641335095172,0.994975217358688,336333
"M1B_T384s1_I15","M1B","I15","I15","M1B_T384s1_I15",9575,-0.118132610002352,0.905962585305583,0.994975217358688,166640
"M1B_T384s1_I16","M1B","I16","I16","M1B_T384s1_I16",10711,0.384486488928825,0.700617908060638,0.994975217358688,239358
"M1B_T384s1_I17","M1B","I17","I17","M1B_T384s1_I17",9760,-0.0362800278700744,0.971059074905444,0.996709008282428,186250
"M1B_T384s1_I18","M1B","I18","I18","M1B_T384s1_I18",10483,0.283608712030666,0.776710259915146,0.994975217358688,260221
"M1B_T384s1_I19","M1B","I19","I19","M1B_T384s1_I19",9827,-0.00663611974649263,0.994705181372942,0.996709008282428,147503
"M1B_T384s1_I20","M1B","I20","I20","M1B_T384s1_I20",11828,0.878699106451823,0.379564443278001,0.994975217358688,622567
"M1B_T384s1_I21","M1B","I21","I21","M1B_T384s1_I21",11048,0.533590922326542,0.593624590107313,0.994975217358688,285783
"M1B_T384s1_I22","M1B","I22","I22","M1B_T384s1_I22",10469,0.277414462572007,0.781461877737005,0.994975217358688,291854
"M1B_T384s1_I23","M1B","I23","DMSO","M1B_T384s1_I23",11706,0.82472064688351,0.409530206982386,0.994975217358688,601327
"M1B_T384s1_I24","M1B","I24","P7NG# 13 D30 GFP -","M1B_T384s1_I24",6699,-1.39060842736685,0.164344199441867,0.994975217358688,44291
"M1B_T384s1_J1","M1B","J1","P7NG#10","M1B_T384s1_J1",5835,-1.77288210824408,0.0762482439772757,0.731983142181846,31452
"M1B_T384s1_J2","M1B","J2","5D Inj TA 3","M1B_T384s1_J2",4939,-2.16931407359825,0.0300588474819384,0.412755200117408,19087
"M1B_T384s1_J3","M1B","J3","J3","M1B_T384s1_J3",10254,0.182288488742603,0.855356331991122,0.994975217358688,187702
"M1B_T384s1_J4","M1B","J4","J4","M1B_T384s1_J4",11654,0.801713434608491,0.422718742671341,0.994975217358688,409284
"M1B_T384s1_J5","M1B","J5","J5","M1B_T384s1_J5",10105,0.116363976646877,0.907364083874436,0.994975217358688,194758
"M1B_T384s1_J6","M1B","J6","J6","M1B_T384s1_J6",11648,0.799058756269066,0.424256343173064,0.994975217358688,494927
"M1B_T384s1_J7","M1B","J7","J7","M1B_T384s1_J7",10278,0.192907202100304,0.847031644517898,0.994975217358688,225892
"M1B_T384s1_J8","M1B","J8","J8","M1B_T384s1_J8",10374,0.235382055531108,0.81391221247069,0.994975217358688,240784
"M1B_T384s1_J9","M1B","J9","J9","M1B_T384s1_J9",11404,0.69110183713244,0.489501545867948,0.994975217358688,408959
"M1B_T384s1_J10","M1B","J10","J10","M1B_T384s1_J10",9948,0.0468998934319162,0.962593013031265,0.994975217358688,164483
"M1B_T384s1_J11","M1B","J11","J11","M1B_T384s1_J11",10110,0.118576208596398,0.905611115135781,0.994975217358688,187890
"M1B_T384s1_J12","M1B","J12","J12","M1B_T384s1_J12",11550,0.755699010058454,0.449829677742139,0.994975217358688,540863
"M1B_T384s1_J13","M1B","J13","J13","M1B_T384s1_J13",9556,-0.126539091410532,0.899305207253011,0.994975217358688,143924
"M1B_T384s1_J14","M1B","J14","J14","M1B_T384s1_J14",10969,0.49863765752411,0.618034671039744,0.994975217358688,289815
"M1B_T384s1_J15","M1B","J15","J15","M1B_T384s1_J15",10074,0.102648138559846,0.918242235551714,0.994975217358688,176842
"M1B_T384s1_J16","M1B","J16","J16","M1B_T384s1_J16",9829,-0.00575122696668422,0.99541121009456,0.996709008282428,179222
"M1B_T384s1_J17","M1B","J17","J17","M1B_T384s1_J17",9387,-0.201312531304343,0.840454204583182,0.994975217358688,124887
"M1B_T384s1_J18","M1B","J18","J18","M1B_T384s1_J18",10548,0.31236772737444,0.754761073974323,0.994975217358688,243053
"M1B_T384s1_J19","M1B","J19","J19","M1B_T384s1_J19",10203,0.159723722857489,0.873098712675532,0.994975217358688,195431
"M1B_T384s1_J20","M1B","J20","J20","M1B_T384s1_J20",9964,0.0539790356703835,0.956951866997239,0.994975217358688,184741
"M1B_T384s1_J21","M1B","J21","J21","M1B_T384s1_J21",11023,0.522529762578937,0.601301529557225,0.994975217358688,433210
"M1B_T384s1_J22","M1B","J22","J22","M1B_T384s1_J22",11311,0.649954322871348,0.515721726949773,0.994975217358688,368067
"M1B_T384s1_J23","M1B","J23","DMSO","M1B_T384s1_J23",12477,1.16584681349965,0.243676386090807,0.994975217358688,925278
"M1B_T384s1_J24","M1B","J24","P7NG# 13 D30 GFP +","M1B_T384s1_J24",5769,-1.80208356997776,0.0715322582717814,0.721834938546692,29891
"M1B_T384s1_K1","M1B","K1","P7NG#13","M1B_T384s1_K1",7520,-1.02735994125549,0.304251006923994,0.994975217358688,64745
"M1B_T384s1_K2","M1B","K2","P7NG#5 GFP High","M1B_T384s1_K2",5869,-1.75783893098734,0.078774919134685,0.739416355828135,34834
"M1B_T384s1_K3","M1B","K3","K3","M1B_T384s1_K3",10347,0.223436003003694,0.823196186157432,0.994975217358688,204259
"M1B_T384s1_K4","M1B","K4","K4","M1B_T384s1_K4",11611,0.78268823984261,0.433810209832446,0.994975217358688,412882
"M1B_T384s1_K5","M1B","K5","K5","M1B_T384s1_K5",9992,0.0663675345877013,0.947085216842452,0.994975217358688,159205
"M1B_T384s1_K6","M1B","K6","K6","M1B_T384s1_K6",9255,-0.259715454771698,0.795083270437476,0.994975217358688,140006
"M1B_T384s1_K7","M1B","K7","K7","M1B_T384s1_K7",12387,1.12602663840827,0.260154244078037,0.994975217358688,859969
"M1B_T384s1_K8","M1B","K8","K8","M1B_T384s1_K8",11035,0.527839119257788,0.597611003084426,0.994975217358688,321428
"M1B_T384s1_K9","M1B","K9","K9","M1B_T384s1_K9",9188,-0.28935936289528,0.772306389152779,0.994975217358688,130335
"M1B_T384s1_K10","M1B","K10","K10","M1B_T384s1_K10",13361,1.55696942217497,0.119477745435384,0.965883247309211,2084304
"M1B_T384s1_K11","M1B","K11","K11","M1B_T384s1_K11",11223,0.611019040559778,0.541186975061254,0.994975217358688,321938
"M1B_T384s1_K12","M1B","K12","K12","M1B_T384s1_K12",11220,0.609691701390066,0.542066052818561,0.994975217358688,337889
"M1B_T384s1_K13","M1B","K13","K13","M1B_T384s1_K13",13342,1.54856294076679,0.12148682040033,0.971894563202639,2226088
"M1B_T384s1_K14","M1B","K14","K14","M1B_T384s1_K14",12425,1.14283960122463,0.253105193342945,0.994975217358688,767460
"M1B_T384s1_K15","M1B","K15","K15","M1B_T384s1_K15",11711,0.826932878833031,0.408275106544985,0.994975217358688,604680
"M1B_T384s1_K16","M1B","K16","K16","M1B_T384s1_K16",9988,0.0645977490280845,0.948494276983788,0.994975217358688,197022
"M1B_T384s1_K17","M1B","K17","K17","M1B_T384s1_K17",8692,-0.508812772287766,0.610883465908938,0.994975217358688,101085
"M1B_T384s1_K18","M1B","K18","K18","M1B_T384s1_K18",10564,0.319446869612907,0.749387674246463,0.994975217358688,267901
"M1B_T384s1_K19","M1B","K19","K19","M1B_T384s1_K19",8976,-0.383157997554972,0.701602618964504,0.994975217358688,131113
"M1B_T384s1_K20","M1B","K20","K20","M1B_T384s1_K20",10592,0.331835368530225,0.740013575842154,0.994975217358688,266454
"M1B_T384s1_K21","M1B","K21","K21","M1B_T384s1_K21",10831,0.43758005571733,0.661690731528922,0.994975217358688,258778
"M1B_T384s1_K22","M1B","K22","K22","M1B_T384s1_K22",9417,-0.188039139607217,0.850845969433988,0.994975217358688,140745
"M1B_T384s1_K23","M1B","K23","DMSO","M1B_T384s1_K23",11352,0.668094624857421,0.504073192723972,0.994975217358688,469901
"M1B_T384s1_K24","M1B","K24","P7NG# 10 D30 GFP -","M1B_T384s1_K24",4135,-2.52504097108123,0.01156848013559,0.355383709765324,15351
"M1B_T384s1_L1","M1B","L1","P7NG#15","M1B_T384s1_L1",5655,-1.85252245842684,0.0639508356464828,0.663705969952686,31690
"M1B_T384s1_L2","M1B","L2","P7NG#8 GFP High","M1B_T384s1_L2",5293,-2.01268805157216,0.0441474571635639,0.529769485962767,25194
"M1B_T384s1_L3","M1B","L3","L3","M1B_T384s1_L3",10455,0.271220213113348,0.786221667610395,0.994975217358688,290899
"M1B_T384s1_L4","M1B","L4","L4","M1B_T384s1_L4",9489,-0.156182999534114,0.875888776692664,0.994975217358688,173505
"M1B_T384s1_L5","M1B","L5","L5","M1B_T384s1_L5",10130,0.127425136394482,0.898603922434399,0.994975217358688,184480
"M1B_T384s1_L6","M1B","L6","L6","M1B_T384s1_L6",10735,0.395105202286526,0.692765249708211,0.994975217358688,270938
"M1B_T384s1_L7","M1B","L7","L7","M1B_T384s1_L7",10215,0.165033079536339,0.86891794532513,0.994975217358688,196618
"M1B_T384s1_L8","M1B","L8","L8","M1B_T384s1_L8",11552,0.756583902838262,0.449299188241076,0.994975217358688,436861
"M1B_T384s1_L9","M1B","L9","L9","M1B_T384s1_L9",9299,-0.240247813615913,0.810138148969293,0.994975217358688,138631
"M1B_T384s1_L10","M1B","L10","L10","M1B_T384s1_L10",10066,0.0991085674406125,0.921052069747762,0.994975217358688,216094
"M1B_T384s1_L11","M1B","L11","L11","M1B_T384s1_L11",9390,-0.19998519213463,0.841492162154075,0.994975217358688,158489
"M1B_T384s1_L12","M1B","L12","L12","M1B_T384s1_L12",10554,0.315022405713865,0.752744642041161,0.994975217358688,217428
"M1B_T384s1_L13","M1B","L13","L13","M1B_T384s1_L13",9281,-0.248211848634189,0.803970499276792,0.994975217358688,143284
"M1B_T384s1_L14","M1B","L14","L14","M1B_T384s1_L14",10096,0.112381959137739,0.910520559226364,0.994975217358688,197264
"M1B_T384s1_L15","M1B","L15","L15","M1B_T384s1_L15",9907,0.0287595914458438,0.977056328892934,0.996709008282428,161748
"M1B_T384s1_L16","M1B","L16","L16","M1B_T384s1_L16",10732,0.393777863116813,0.693745049363146,0.994975217358688,291175
"M1B_T384s1_L17","M1B","L17","L17","M1B_T384s1_L17",9558,-0.125654198630724,0.900005658606682,0.994975217358688,152202
"M1B_T384s1_L18","M1B","L18","L18","M1B_T384s1_L18",10985,0.505716799762577,0.613055472964687,0.994975217358688,267272
"M1B_T384s1_L19","M1B","L19","L19","M1B_T384s1_L19",10644,0.354842580805243,0.72270752655547,0.994975217358688,266304
"M1B_T384s1_L20","M1B","L20","L20","M1B_T384s1_L20",11760,0.848612751938337,0.396096808889994,0.994975217358688,456205
"M1B_T384s1_L21","M1B","L21","L21","M1B_T384s1_L21",9479,-0.160607463433156,0.872402576246282,0.994975217358688,161400
"M1B_T384s1_L22","M1B","L22","L22","M1B_T384s1_L22",10670,0.366346186942753,0.714106769242769,0.994975217358688,273969
"M1B_T384s1_L23","M1B","L23","DMSO","M1B_T384s1_L23",11394,0.686677373233398,0.492286058590443,0.994975217358688,487598
"M1B_T384s1_L24","M1B","L24","P7NG# 10 D30 GFP +","M1B_T384s1_L24",4652,-2.29629618750076,0.0216589519492729,0.409654454830882,18232
"M1B_T384s1_M1","M1B","M1","P7NG#16","M1B_T384s1_M1",3168,-2.9528866301186,0.00314817558592034,0.268644316665203,9963
"M1B_T384s1_M2","M1B","M2","P7NG#10 GFP High","M1B_T384s1_M2",4059,-2.55866689671395,0.0105074369555596,0.350857025298686,15649
"M1B_T384s1_M3","M1B","M3","M3","M1B_T384s1_M3",9121,-0.319003271018862,0.749724032358923,0.994975217358688,133624
"M1B_T384s1_M4","M1B","M4","M4","M1B_T384s1_M4",9276,-0.25042408058371,0.802259409147034,0.994975217358688,124209
"M1B_T384s1_M5","M1B","M5","M5","M1B_T384s1_M5",8870,-0.430057314884817,0.667153949298473,0.994975217358688,128212
"M1B_T384s1_M6","M1B","M6","M6","M1B_T384s1_M6",10049,0.091586978812241,0.927026197367117,0.994975217358688,185410
"M1B_T384s1_M7","M1B","M7","M7","M1B_T384s1_M7",9726,-0.0513232051268174,0.959067977451623,0.994975217358688,155338
"M1B_T384s1_M8","M1B","M8","M8","M1B_T384s1_M8",10481,0.282723819250858,0.777388555755351,0.994975217358688,242667
"M1B_T384s1_M9","M1B","M9","M9","M1B_T384s1_M9",9664,-0.0787548813008781,0.9372275920311,0.994975217358688,157753
"M1B_T384s1_M10","M1B","M10","M10","M1B_T384s1_M10",9363,-0.211931244662044,0.832160674496919,0.994975217358688,130485
"M1B_T384s1_M11","M1B","M11","M11","M1B_T384s1_M11",8507,-0.590665354420044,0.554744665915155,0.994975217358688,98687
"M1B_T384s1_M12","M1B","M12","M12","M1B_T384s1_M12",10577,0.325198672681662,0.745030713183086,0.994975217358688,301887
"M1B_T384s1_M13","M1B","M13","M13","M1B_T384s1_M13",9662,-0.0796397740806865,0.936523760523662,0.994975217358688,154400
"M1B_T384s1_M14","M1B","M14","M14","M1B_T384s1_M14",14159,1.91004164131853,0.0561278519911032,0.615802718988104,2295117
