"","batch","well","treatment","sample","genes_detected","genes_detected_zscore","genes_detected_pval","genes_detected_padj","counts"
"M1B_T384s1_M15","M1B","M15","M15","M1B_T384s1_M15",10804,0.425634003189916,0.670374559016807,0.994975217358688,261583
"M1B_T384s1_M16","M1B","M16","M16","M1B_T384s1_M16",10574,0.323871333511949,0.746035447767574,0.994975217358688,249954
"M1B_T384s1_M17","M1B","M17","M17","M1B_T384s1_M17",9032,-0.358380999720336,0.720058208681649,0.994975217358688,113884
"M1B_T384s1_M18","M1B","M18","M18","M1B_T384s1_M18",11093,0.553501009872232,0.579920389265589,0.994975217358688,455125
"M1B_T384s1_M19","M1B","M19","M19","M1B_T384s1_M19",9426,-0.184057122098079,0.853968643348741,0.994975217358688,137164
"M1B_T384s1_M20","M1B","M20","M20","M1B_T384s1_M20",9654,-0.0831793451999202,0.933708935960123,0.994975217358688,156251
"M1B_T384s1_M21","M1B","M21","M21","M1B_T384s1_M21",10197,0.157069044518063,0.875190433626145,0.994975217358688,248550
"M1B_T384s1_M22","M1B","M22","M22","M1B_T384s1_M22",8753,-0.481823542503609,0.629931303713126,0.994975217358688,113570
"M1B_T384s1_M23","M1B","M23","AdMyoD","M1B_T384s1_M23",11750,0.844188288039295,0.39856419815588,0.994975217358688,473773
"M1B_T384s1_M24","M1B","M24","#1 MN(0Days) NRM","M1B_T384s1_M24",6504,-1.47688547339817,0.139706339524311,0.994975217358688,31368
"M1B_T384s1_N1","M1B","N1","Un Inj TA 1","M1B_T384s1_N1",2529,-3.23560987326738,0.00121383159545511,0.143845659673433,8268
"M1B_T384s1_N2","M1B","N2","P7NG# 7 D5 Diff GFP -","M1B_T384s1_N2",3422,-2.84050524708293,0.0045042131971127,0.293764263161503,11721
"M1B_T384s1_N3","M1B","N3","N3","M1B_T384s1_N3",8297,-0.683579096299927,0.494240988254141,0.994975217358688,84885
"M1B_T384s1_N4","M1B","N4","N4","M1B_T384s1_N4",9022,-0.362805463619378,0.716750210204687,0.994975217358688,120263
"M1B_T384s1_N5","M1B","N5","N5","M1B_T384s1_N5",11268,0.630929128105468,0.528086865314165,0.994975217358688,353954
"M1B_T384s1_N6","M1B","N6","N6","M1B_T384s1_N6",10537,0.307500817085493,0.758462201192541,0.994975217358688,212611
"M1B_T384s1_N7","M1B","N7","N7","M1B_T384s1_N7",10032,0.0840653901838695,0.933004441839424,0.994975217358688,193702
"M1B_T384s1_N8","M1B","N8","N8","M1B_T384s1_N8",10768,0.409705933153365,0.682021677200011,0.994975217358688,255061
"M1B_T384s1_N9","M1B","N9","N9","M1B_T384s1_N9",12256,1.06806616133082,0.285490668581757,0.994975217358688,792626
"M1B_T384s1_N10","M1B","N10","N10","M1B_T384s1_N10",11349,0.666767285687708,0.504920792158828,0.994975217358688,427415
"M1B_T384s1_N11","M1B","N11","N11","M1B_T384s1_N11",9916,0.0327416089549817,0.973880642517273,0.996709008282428,172318
"M1B_T384s1_N12","M1B","N12","N12","M1B_T384s1_N12",11597,0.776493990383951,0.437457367787655,0.994975217358688,403882
"M1B_T384s1_N13","M1B","N13","N13","M1B_T384s1_N13",10421,0.256177035856605,0.797814139839742,0.994975217358688,221393
"M1B_T384s1_N14","M1B","N14","N14","M1B_T384s1_N14",10646,0.355727473585052,0.722044668164904,0.994975217358688,288619
"M1B_T384s1_N15","M1B","N15","N15","M1B_T384s1_N15",10161,0.141140974481512,0.887758574669817,0.994975217358688,182480
"M1B_T384s1_N16","M1B","N16","N16","M1B_T384s1_N16",10358,0.228302913292641,0.819410759881981,0.994975217358688,195831
"M1B_T384s1_N17","M1B","N17","N17","M1B_T384s1_N17",9625,-0.0960102905071421,0.923512399678527,0.994975217358688,154742
"M1B_T384s1_N18","M1B","N18","N18","M1B_T384s1_N18",10740,0.397317434236047,0.691133392579719,0.994975217358688,270898
"M1B_T384s1_N19","M1B","N19","N19","M1B_T384s1_N19",9919,0.0340689481246943,0.972822169910736,0.996709008282428,155050
"M1B_T384s1_N20","M1B","N20","N20","M1B_T384s1_N20",9938,0.0424754295328742,0.966119698461181,0.994975217358688,201346
"M1B_T384s1_N21","M1B","N21","N21","M1B_T384s1_N21",10209,0.162378401196914,0.871007878457675,0.994975217358688,218180
"M1B_T384s1_N22","M1B","N22","N22","M1B_T384s1_N22",8565,-0.5650034638056,0.572071408185206,0.994975217358688,96883
"M1B_T384s1_N23","M1B","N23","AdMyoD","M1B_T384s1_N23",11864,0.894627176488374,0.370986419247144,0.994975217358688,486255
"M1B_T384s1_N24","M1B","N24","#2 MN(0Days) NRM","M1B_T384s1_N24",4486,-2.36974228822485,0.0178004878572266,0.409654454830882,13028
"M1B_T384s1_O1","M1B","O1","Un inj TA 2","M1B_T384s1_O1",1290,-3.7838009503587,0.000154451362870926,0.0344106712338107,2280
"M1B_T384s1_O2","M1B","O2","P7NG# 7 D5 Diff GFP +","M1B_T384s1_O2",3503,-2.80466708950069,0.00503685734262561,0.293764263161503,10794
"M1B_T384s1_O3","M1B","O3","O3","M1B_T384s1_O3",9887,0.0199106636477597,0.984114638471345,0.996709008282428,168034
"M1B_T384s1_O4","M1B","O4","O4","M1B_T384s1_O4",10561,0.318119530443194,0.75039426943067,0.994975217358688,227714
"M1B_T384s1_O5","M1B","O5","O5","M1B_T384s1_O5",13881,1.78704154492516,0.073930774116798,0.727933775919242,2586333
"M1B_T384s1_O6","M1B","O6","O6","M1B_T384s1_O6",10074,0.102648138559846,0.918242235551714,0.994975217358688,181418
"M1B_T384s1_O7","M1B","O7","O7","M1B_T384s1_O7",11705,0.824278200493605,0.409781502171221,0.994975217358688,479701
"M1B_T384s1_O8","M1B","O8","O8","M1B_T384s1_O8",12345,1.1074438900323,0.26810205886207,0.994975217358688,751812
"M1B_T384s1_O9","M1B","O9","O9","M1B_T384s1_O9",10386,0.240691412209958,0.809794295395797,0.994975217358688,204776
"M1B_T384s1_O10","M1B","O10","O10","M1B_T384s1_O10",10344,0.222108663833982,0.824229293538423,0.994975217358688,226247
"M1B_T384s1_O11","M1B","O11","O11","M1B_T384s1_O11",9614,-0.100877200796088,0.919647941897797,0.994975217358688,137044
"M1B_T384s1_O12","M1B","O12","O12","M1B_T384s1_O12",11358,0.670749303196846,0.502380248602568,0.994975217358688,325899
"M1B_T384s1_O13","M1B","O13","O13","M1B_T384s1_O13",10688,0.374310221961028,0.70817352792182,0.994975217358688,231645
"M1B_T384s1_O14","M1B","O14","O14","M1B_T384s1_O14",10899,0.467666410230816,0.640023165414359,0.994975217358688,445868
"M1B_T384s1_O15","M1B","O15","O15","M1B_T384s1_O15",10237,0.174766900114232,0.861262797889477,0.994975217358688,221888
"M1B_T384s1_O16","M1B","O16","O16","M1B_T384s1_O16",11834,0.881353784791248,0.37812636340362,0.994975217358688,470316
"M1B_T384s1_O17","M1B","O17","O17","M1B_T384s1_O17",10841,0.442004519616372,0.658485935394731,0.994975217358688,270059
"M1B_T384s1_O18","M1B","O18","O18","M1B_T384s1_O18",11533,0.748177421430082,0.454353147985325,0.994975217358688,344753
"M1B_T384s1_O19","M1B","O19","O19","M1B_T384s1_O19",10335,0.218126646324844,0.827330436467512,0.994975217358688,244540
"M1B_T384s1_O20","M1B","O20","O20","M1B_T384s1_O20",10311,0.207507932967143,0.835613197892821,0.994975217358688,240827
"M1B_T384s1_O21","M1B","O21","O21","M1B_T384s1_O21",9547,-0.13052110891967,0.896154154491632,0.994975217358688,162411
"M1B_T384s1_O22","M1B","O22","O22","M1B_T384s1_O22",9496,-0.153085874804785,0.878330554850442,0.994975217358688,158851
"M1B_T384s1_O23","M1B","O23","AdMyoD","M1B_T384s1_O23",11448,0.710569478288225,0.477351062382454,0.994975217358688,443122
"M1B_T384s1_O24","M1B","O24","#3 MN(0Days) NRM","M1B_T384s1_O24",7566,-1.0070074073199,0.313931214585159,0.994975217358688,44818
"M1B_T384s1_P1","M1B","P1","5D Inj TA 1","M1B_T384s1_P1",4956,-2.16179248496988,0.0306341750087139,0.412755200117408,20438
"M1B_T384s1_P2","M1B","P2","P7NG# 9 D5 Diff GFP -","M1B_T384s1_P2",4023,-2.5745949667505,0.0100357531842048,0.350339020248604,17146
"M1B_T384s1_P3","M1B","P3","P3","M1B_T384s1_P3",10701,0.380062025029783,0.703899374033447,0.994975217358688,247876
"M1B_T384s1_P4","M1B","P4","P4","M1B_T384s1_P4",9605,-0.104859218305226,0.916487519584568,0.994975217358688,149603
"M1B_T384s1_P5","M1B","P5","P5","M1B_T384s1_P5",12575,1.20920655971026,0.226583498206204,0.994975217358688,838053
"M1B_T384s1_P6","M1B","P6","P6","M1B_T384s1_P6",12150,1.02116684400098,0.3071753980673,0.994975217358688,488653
"M1B_T384s1_P7","M1B","P7","P7","M1B_T384s1_P7",10678,0.369885758061986,0.711467613481777,0.994975217358688,241328
"M1B_T384s1_P8","M1B","P8","P8","M1B_T384s1_P8",11168,0.586684489115047,0.557415626942789,0.994975217358688,303167
"M1B_T384s1_P9","M1B","P9","P9","M1B_T384s1_P9",11557,0.758796134787783,0.447974518182541,0.994975217358688,452859
"M1B_T384s1_P10","M1B","P10","P10","M1B_T384s1_P10",10164,0.142468313651225,0.88671010608287,0.994975217358688,176199
"M1B_T384s1_P11","M1B","P11","P11","M1B_T384s1_P11",1374,-3.74663545360674,0.000179222246009431,0.0344106712338107,2489
"M1B_T384s1_P12","M1B","P12","P12","M1B_T384s1_P12",10201,0.15883883007768,0.873795855175848,0.994975217358688,187284
"M1B_T384s1_P13","M1B","P13","P13","M1B_T384s1_P13",11615,0.784458025402227,0.432771402191446,0.994975217358688,398326
"M1B_T384s1_P14","M1B","P14","P14","M1B_T384s1_P14",10394,0.244230983329192,0.807051932260442,0.994975217358688,214958
"M1B_T384s1_P15","M1B","P15","P15","M1B_T384s1_P15",11718,0.83003000356236,0.406521820184318,0.994975217358688,610775
"M1B_T384s1_P16","M1B","P16","P16","M1B_T384s1_P16",13800,1.75120338734292,0.0799108822053843,0.739416355828135,3541098
"M1B_T384s1_P17","M1B","P17","P17","M1B_T384s1_P17",12368,1.11762015700009,0.26372925612239,0.994975217358688,1162497
"M1B_T384s1_P18","M1B","P18","P18","M1B_T384s1_P18",11087,0.550846331532806,0.581739020331586,0.994975217358688,313910
"M1B_T384s1_P19","M1B","P19","P19","M1B_T384s1_P19",10193,0.155299258958447,0.87658539979309,0.994975217358688,227633
"M1B_T384s1_P20","M1B","P20","P20","M1B_T384s1_P20",10120,0.12300067249544,0.902106565437019,0.994975217358688,205192
"M1B_T384s1_P21","M1B","P21","P21","M1B_T384s1_P21",11564,0.761893259517112,0.446123713285557,0.994975217358688,364411
"M1B_T384s1_P22","M1B","P22","P22","M1B_T384s1_P22",10537,0.307500817085493,0.758462201192541,0.994975217358688,273894
"M1B_T384s1_P23","M1B","P23","AdMyoD","M1B_T384s1_P23",13283,1.52245860376244,0.127894210329929,0.994975217358688,1435650
"M1B_T384s1_P24","M1B","P24","#4 MN(0Days) NRM","M1B_T384s1_P24",5171,-2.06666651114047,0.0387655888426916,0.495379935546161,17758
"M2B_T384s1_A1","M2B","A1","SC 1","M2B_T384s1_A1",7165,-1.18442840967149,0.236243519760397,0.994975217358688,49313
"M2B_T384s1_A2","M2B","A2","DMSO","M2B_T384s1_A2",11938,0.927368209341285,0.353735390658908,0.994975217358688,738391
"M2B_T384s1_A3","M2B","A3","A3","M2B_T384s1_A3",11090,0.552173670702519,0.58082937157009,0.994975217358688,331708
"M2B_T384s1_A4","M2B","A4","A4","M2B_T384s1_A4",10828,0.436252716547617,0.662653383760892,0.994975217358688,252992
"M2B_T384s1_A5","M2B","A5","A5","M2B_T384s1_A5",11143,0.575623329367442,0.564869808727917,0.994975217358688,332611
"M2B_T384s1_A6","M2B","A6","A6","M2B_T384s1_A6",11680,0.813217040746,0.416093630939709,0.994975217358688,419001
"M2B_T384s1_A7","M2B","A7","A7","M2B_T384s1_A7",10865,0.452623232974073,0.650820066282847,0.994975217358688,310915
"M2B_T384s1_A8","M2B","A8","A8","M2B_T384s1_A8",10730,0.392892970337005,0.694398533807806,0.994975217358688,259246
"M2B_T384s1_A9","M2B","A9","A9","M2B_T384s1_A9",10575,0.324313779901853,0.745700488159465,0.994975217358688,227738
"M2B_T384s1_A10","M2B","A10","A10","M2B_T384s1_A10",11650,0.799943649048874,0.423743446691766,0.994975217358688,647342
"M2B_T384s1_A11","M2B","A11","A11","M2B_T384s1_A11",11710,0.826490432443126,0.408525943179403,0.994975217358688,514685
"M2B_T384s1_A12","M2B","A12","A12","M2B_T384s1_A12",10695,0.377407346690358,0.705870908012463,0.994975217358688,282201
"M2B_T384s1_A13","M2B","A13","A13","M2B_T384s1_A13",11405,0.691544283522344,0.489223561700463,0.994975217358688,374828
"M2B_T384s1_A14","M2B","A14","A14","M2B_T384s1_A14",11200,0.600842773591982,0.547944711758775,0.994975217358688,426348
"M2B_T384s1_A15","M2B","A15","A15","M2B_T384s1_A15",10803,0.425191556800012,0.670697038632902,0.994975217358688,337798
"M2B_T384s1_A16","M2B","A16","A16","M2B_T384s1_A16",11666,0.807022791287341,0.419653352447633,0.994975217358688,422185
"M2B_T384s1_A17","M2B","A17","A17","M2B_T384s1_A17",10594,0.332720261310033,0.739345453816428,0.994975217358688,241125
"M2B_T384s1_A18","M2B","A18","A18","M2B_T384s1_A18",11808,0.869850178653739,0.384382285240328,0.994975217358688,615750
"M2B_T384s1_A19","M2B","A19","A19","M2B_T384s1_A19",9888,0.0203531100376639,0.983761688861963,0.996709008282428,154007
"M2B_T384s1_A20","M2B","A20","A20","M2B_T384s1_A20",10167,0.143795652820937,0.885661835746514,0.994975217358688,186248
"M2B_T384s1_A21","M2B","A21","A21","M2B_T384s1_A21",10635,0.350860563296105,0.725692958841148,0.994975217358688,241674
"M2B_T384s1_A22","M2B","A22","A22","M2B_T384s1_A22",11641,0.795961631539736,0.426054336854122,0.994975217358688,482422
"M2B_T384s1_A23","M2B","A23","P7NG# 9 D5 Diff GFP +","M2B_T384s1_A23",6791,-1.34990335949566,0.177046983948268,0.994975217358688,36987
"M2B_T384s1_A24","M2B","A24","P7NG# 13 D20 SF GFP -","M2B_T384s1_A24",6317,-1.55962294831025,0.118849010213295,0.965883247309211,38070
"M2B_T384s1_B1","M2B","B1","SC 2","M2B_T384s1_B1",5137,-2.08170968839722,0.03736899514716,0.486430309712184,20229
"M2B_T384s1_B2","M2B","B2","DMSO","M2B_T384s1_B2",10659,0.361479276653806,0.717741194013577,0.994975217358688,315699
"M2B_T384s1_B3","M2B","B3","B3","M2B_T384s1_B3",10632,0.349533224126393,0.726689032534129,0.994975217358688,238251
"M2B_T384s1_B4","M2B","B4","B4","M2B_T384s1_B4",10379,0.237594287480629,0.812195781590867,0.994975217358688,222496
"M2B_T384s1_B5","M2B","B5","B5","M2B_T384s1_B5",11226,0.612346379729491,0.540308609972806,0.994975217358688,296555
"M2B_T384s1_B6","M2B","B6","B6","M2B_T384s1_B6",11755,0.846400519988816,0.39732934851769,0.994975217358688,615523
"M2B_T384s1_B7","M2B","B7","B7","M2B_T384s1_B7",10727,0.391565631167292,0.695379186405517,0.994975217358688,271281
"M2B_T384s1_B8","M2B","B8","B8","M2B_T384s1_B8",10362,0.230072698852257,0.818035279023879,0.994975217358688,235252
"M2B_T384s1_B9","M2B","B9","B9","M2B_T384s1_B9",10023,0.0800833726747317,0.936170946952711,0.994975217358688,173614
"M2B_T384s1_B10","M2B","B10","B10","M2B_T384s1_B10",10311,0.207507932967143,0.835613197892821,0.994975217358688,233295
"M2B_T384s1_B11","M2B","B11","B11","M2B_T384s1_B11",10517,0.298651889287409,0.765205669278459,0.994975217358688,239305
"M2B_T384s1_B12","M2B","B12","B12","M2B_T384s1_B12",10432,0.261043946145552,0.794058617684459,0.994975217358688,222102
"M2B_T384s1_B13","M2B","B13","B13","M2B_T384s1_B13",10528,0.303518799576355,0.761494522788869,0.994975217358688,248661
"M2B_T384s1_B14","M2B","B14","B14","M2B_T384s1_B14",12190,1.03886469959715,0.298867665822885,0.994975217358688,712668
"M2B_T384s1_B15","M2B","B15","B15","M2B_T384s1_B15",10319,0.211047504086377,0.832850203176874,0.994975217358688,210476
"M2B_T384s1_B16","M2B","B16","B16","M2B_T384s1_B16",10766,0.408821040373556,0.682670997942094,0.994975217358688,255849
"M2B_T384s1_B17","M2B","B17","B17","M2B_T384s1_B17",11326,0.656591018719911,0.511443925359078,0.994975217358688,356919
"M2B_T384s1_B18","M2B","B18","B18","M2B_T384s1_B18",11576,0.767202616195963,0.442961057668294,0.994975217358688,329659
"M2B_T384s1_B19","M2B","B19","B19","M2B_T384s1_B19",10434,0.26192883892536,0.793376305340649,0.994975217358688,192613
"M2B_T384s1_B20","M2B","B20","B20","M2B_T384s1_B20",10390,0.242461197769575,0.808422819638229,0.994975217358688,210836
"M2B_T384s1_B21","M2B","B21","B21","M2B_T384s1_B21",11177,0.590666506624185,0.554743893750695,0.994975217358688,373043
"M2B_T384s1_B22","M2B","B22","B22","M2B_T384s1_B22",9734,-0.0477836340075837,0.961888679826282,0.994975217358688,151422
"M2B_T384s1_B23","M2B","B23","P7NG# 14 D5 Diff GFP -","M2B_T384s1_B23",4462,-2.38036100158256,0.0172956847696562,0.409654454830882,16227
"M2B_T384s1_B24","M2B","B24","P7NG# 13 D20 SF GFP +","M2B_T384s1_B24",4220,-2.48743302793937,0.0128668677105205,0.365990903765915,13025
"M2B_T384s1_C1","M2B","C1","SC 3","M2B_T384s1_C1",4580,-2.32815232757386,0.0199040165477931,0.409654454830882,15108
"M2B_T384s1_C2","M2B","C2","DMSO","M2B_T384s1_C2",12428,1.14416694039435,0.252554410620762,0.994975217358688,993924
"M2B_T384s1_C3","M2B","C3","C3","M2B_T384s1_C3",11925,0.921616406272531,0.356728697718761,0.994975217358688,552995
"M2B_T384s1_C4","M2B","C4","C4","M2B_T384s1_C4",12298,1.0866489097068,0.27719200096881,0.994975217358688,943344
"M2B_T384s1_C5","M2B","C5","C5","M2B_T384s1_C5",10020,0.078756033505019,0.937226675551812,0.994975217358688,179238
"M2B_T384s1_C6","M2B","C6","C6","M2B_T384s1_C6",9472,-0.163704588162486,0.869963705448816,0.994975217358688,146655
"M2B_T384s1_C7","M2B","C7","C7","M2B_T384s1_C7",9664,-0.0787548813008781,0.9372275920311,0.994975217358688,160733
"M2B_T384s1_C8","M2B","C8","C8","M2B_T384s1_C8",10566,0.320331762392715,0.748716847758878,0.994975217358688,235774
"M2B_T384s1_C9","M2B","C9","C9","M2B_T384s1_C9",10879,0.458817482432732,0.646365239344986,0.994975217358688,246701
"M2B_T384s1_C10","M2B","C10","C10","M2B_T384s1_C10",11479,0.724285316375255,0.468890589756831,0.994975217358688,491882
"M2B_T384s1_C11","M2B","C11","C11","M2B_T384s1_C11",10027,0.0818531582343485,0.934763483697615,0.994975217358688,183344
"M2B_T384s1_C12","M2B","C12","C12","M2B_T384s1_C12",10505,0.293342532608559,0.769260346468113,0.994975217358688,221202
"M2B_T384s1_C13","M2B","C13","C13","M2B_T384s1_C13",10884,0.461029714382253,0.644777286661338,0.994975217358688,253810
"M2B_T384s1_C14","M2B","C14","C14","M2B_T384s1_C14",11082,0.548634099583285,0.583256579585981,0.994975217358688,335342
"M2B_T384s1_C15","M2B","C15","C15","M2B_T384s1_C15",11441,0.707472353558895,0.479272987392988,0.994975217358688,410393
"M2B_T384s1_C16","M2B","C16","C16","M2B_T384s1_C16",10400,0.246885661668617,0.804996713240853,0.994975217358688,214634
"M2B_T384s1_C17","M2B","C17","C17","M2B_T384s1_C17",10306,0.205295701017622,0.837341102621334,0.994975217358688,179497
"M2B_T384s1_C18","M2B","C18","C18","M2B_T384s1_C18",10986,0.506159246152482,0.612744861971307,0.994975217358688,316315
"M2B_T384s1_C19","M2B","C19","C19","M2B_T384s1_C19",12190,1.03886469959715,0.298867665822885,0.994975217358688,713051
"M2B_T384s1_C20","M2B","C20","C20","M2B_T384s1_C20",11926,0.922058852662435,0.35649787830575,0.994975217358688,737281
"M2B_T384s1_C21","M2B","C21","C21","M2B_T384s1_C21",10457,0.272105105893157,0.785541203689773,0.994975217358688,207338
"M2B_T384s1_C22","M2B","C22","C22","M2B_T384s1_C22",10673,0.367673526112465,0.713116682993847,0.994975217358688,214868
"M2B_T384s1_C23","M2B","C23","P7NG# 14 D5 Diff GFP +","M2B_T384s1_C23",5355,-1.9852563753981,0.0471159549527664,0.541769568932964,24158
"M2B_T384s1_C24","M2B","C24","P7NG# 8 D20 SF GFP -","M2B_T384s1_C24",4889,-2.19143639309346,0.0284202279372162,0.412755200117408,19317
"M2B_T384s1_D1","M2B","D1","SC 4","M2B_T384s1_D1",3814,-2.66706626224048,0.00765165841500999,0.293764263161503,11785
"M2B_T384s1_D2","M2B","D2","DMSO","M2B_T384s1_D2",12539,1.19327848967371,0.232760323866168,0.994975217358688,976170
"M2B_T384s1_D3","M2B","D3","D3","M2B_T384s1_D3",11369,0.675616213485792,0.499284344771997,0.994975217358688,362178
"M2B_T384s1_D4","M2B","D4","D4","M2B_T384s1_D4",11288,0.639778055903552,0.52231690093388,0.994975217358688,373587
"M2B_T384s1_D5","M2B","D5","D5","M2B_T384s1_D5",10569,0.321659101562428,0.747710964659152,0.994975217358688,238001
"M2B_T384s1_D6","M2B","D6","D6","M2B_T384s1_D6",12132,1.0132028089827,0.310963299055117,0.994975217358688,796692
"M2B_T384s1_D7","M2B","D7","D7","M2B_T384s1_D7",11065,0.541112510954914,0.588430035393602,0.994975217358688,311797
"M2B_T384s1_D8","M2B","D8","D8","M2B_T384s1_D8",11662,0.805253005727725,0.420673694414193,0.994975217358688,478917
"M2B_T384s1_D9","M2B","D9","D9","M2B_T384s1_D9",11228,0.613231272509299,0.53972342965273,0.994975217358688,378495
"M2B_T384s1_D10","M2B","D10","D10","M2B_T384s1_D10",10665,0.364133954993232,0.715757982382111,0.994975217358688,319926
"M2B_T384s1_D11","M2B","D11","D11","M2B_T384s1_D11",10753,0.403069237304802,0.686897290525846,0.994975217358688,262513
"M2B_T384s1_D12","M2B","D12","D12","M2B_T384s1_D12",11362,0.672519088756463,0.501253292013155,0.994975217358688,429327
"M2B_T384s1_D13","M2B","D13","D13","M2B_T384s1_D13",12017,0.962321474143717,0.335888145277603,0.994975217358688,816690
"M2B_T384s1_D14","M2B","D14","D14","M2B_T384s1_D14",11719,0.830472449952264,0.406271718043073,0.994975217358688,484919
"M2B_T384s1_D15","M2B","D15","D15","M2B_T384s1_D15",11668,0.80790768406715,0.419143727496178,0.994975217358688,491738
"M2B_T384s1_D16","M2B","D16","D16","M2B_T384s1_D16",11010,0.516777959510183,0.605311167530679,0.994975217358688,304140
"M2B_T384s1_D17","M2B","D17","D17","M2B_T384s1_D17",10067,0.0995510138305167,0.920700785843712,0.994975217358688,175619
"M2B_T384s1_D18","M2B","D18","D18","M2B_T384s1_D18",11488,0.728267333884393,0.466449954668238,0.994975217358688,315849
"M2B_T384s1_D19","M2B","D19","D19","M2B_T384s1_D19",11241,0.618983075578054,0.535927508345787,0.994975217358688,359469
"M2B_T384s1_D20","M2B","D20","D20","M2B_T384s1_D20",11359,0.67119174958675,0.502098383887063,0.994975217358688,380334
"M2B_T384s1_D21","M2B","D21","D21","M2B_T384s1_D21",10023,0.0800833726747317,0.936170946952711,0.994975217358688,160957
"M2B_T384s1_D22","M2B","D22","D22","M2B_T384s1_D22",10292,0.199101451558963,0.842183385781838,0.994975217358688,190527
"M2B_T384s1_D23","M2B","D23","P7NG# 16 D20 SF GFP +","M2B_T384s1_D23",5092,-2.10161977594291,0.0355865961090449,0.471215617443905,20634
"M2B_T384s1_D24","M2B","D24","P7NG# 8 D20 SF GFP +","M2B_T384s1_D24",5358,-1.98392903622839,0.0472637514563914,0.541769568932964,21959
"M2B_T384s1_E1","M2B","E1","P7NG#1","M2B_T384s1_E1",4742,-2.25647601240938,0.0240408359220061,0.412602152343613,18866
"M2B_T384s1_E2","M2B","E2","AdMyoD","M2B_T384s1_E2",12736,1.28044042848484,0.200390283132421,0.994975217358688,992527
"M2B_T384s1_E3","M2B","E3","E3","M2B_T384s1_E3",10380,0.238036733870533,0.811852603394413,0.994975217358688,213891
"M2B_T384s1_E4","M2B","E4","E4","M2B_T384s1_E4",12275,1.076472642739,0.281715929520028,0.994975217358688,716939
"M2B_T384s1_E5","M2B","E5","E5","M2B_T384s1_E5",10063,0.0977812282708999,0.922106013612813,0.994975217358688,187434
"M2B_T384s1_E6","M2B","E6","E6","M2B_T384s1_E6",10812,0.42917357430915,0.667796912477871,0.994975217358688,256214
"M2B_T384s1_E7","M2B","E7","E7","M2B_T384s1_E7",10497,0.289802961489325,0.771966982110717,0.994975217358688,254920
"M2B_T384s1_E8","M2B","E8","E8","M2B_T384s1_E8",11053,0.535803154276063,0.592094601975856,0.994975217358688,325590
"M2B_T384s1_E9","M2B","E9","E9","M2B_T384s1_E9",10322,0.212374843256089,0.83181461031022,0.994975217358688,216426
"M2B_T384s1_E10","M2B","E10","E10","M2B_T384s1_E10",10299,0.202198576288292,0.839761486101374,0.994975217358688,208598
"M2B_T384s1_E11","M2B","E11","E11","M2B_T384s1_E11",10512,0.296439657337888,0.766894343363075,0.994975217358688,264649
"M2B_T384s1_E12","M2B","E12","E12","M2B_T384s1_E12",10129,0.126982690004577,0.898954099008925,0.994975217358688,192746
"M2B_T384s1_E13","M2B","E13","E13","M2B_T384s1_E13",8949,-0.395104050082385,0.692766100006185,0.994975217358688,115985
"M2B_T384s1_E14","M2B","E14","E14","M2B_T384s1_E14",11155,0.580932686046292,0.561285821922305,0.994975217358688,300441
"M2B_T384s1_E15","M2B","E15","E15","M2B_T384s1_E15",10425,0.257946821416222,0.796447948950807,0.994975217358688,216779
"M2B_T384s1_E16","M2B","E16","E16","M2B_T384s1_E16",10876,0.457490143263019,0.647318785399403,0.994975217358688,304461
"M2B_T384s1_E17","M2B","E17","E17","M2B_T384s1_E17",11329,0.657918357889624,0.510590593657982,0.994975217358688,342002
"M2B_T384s1_E18","M2B","E18","E18","M2B_T384s1_E18",10108,0.117691315816589,0.906312247931899,0.994975217358688,184639
"M2B_T384s1_E19","M2B","E19","E19","M2B_T384s1_E19",11259,0.62694711059633,0.530693904776044,0.994975217358688,304902
"M2B_T384s1_E20","M2B","E20","E20","M2B_T384s1_E20",10574,0.323871333511949,0.746035447767574,0.994975217358688,225080
"M2B_T384s1_E21","M2B","E21","E21","M2B_T384s1_E21",9611,-0.102204539965801,0.918594324257107,0.994975217358688,176079
"M2B_T384s1_E22","M2B","E22","E22","M2B_T384s1_E22",11489,0.728709780274297,0.466179208926263,0.994975217358688,544594
"M2B_T384s1_E23","M2B","E23","P7NG# 14 D20 SF GFP -","M2B_T384s1_E23",4856,-2.2060371239603,0.0273814004857855,0.412755200117408,18926
"M2B_T384s1_E24","M2B","E24","P7NG# 10 D20 SF GFP -","M2B_T384s1_E24",4612,-2.31399404309692,0.0206680488991959,0.409654454830882,18720
"M2B_T384s1_F1","M2B","F1","P7NG#5","M2B_T384s1_F1",4831,-2.2170982837079,0.0266163760633487,0.412755200117408,20891
"M2B_T384s1_F2","M2B","F2","AdMyoD","M2B_T384s1_F2",13069,1.42777507632294,0.153356608823633,0.994975217358688,1136654
"M2B_T384s1_F3","M2B","F3","F3","M2B_T384s1_F3",12243,1.06231435826207,0.288092998252345,0.994975217358688,564717
"M2B_T384s1_F4","M2B","F4","F4","M2B_T384s1_F4",11026,0.52385710174865,0.600377933781902,0.994975217358688,310361
"M2B_T384s1_F5","M2B","F5","F5","M2B_T384s1_F5",9474,-0.162819695382677,0.870660400526651,0.994975217358688,139506
"M2B_T384s1_F6","M2B","F6","F6","M2B_T384s1_F6",11184,0.593763631353514,0.552670217044465,0.994975217358688,440543
