SC	10T 5aza D5	IF AdMyoD D10	IF	SC	SC	10T 5aza D10	IF AdMyoD D10	IF	SC	SC	10T 5aza D10	IPS	IF	10T	10T 5aza D10	BJ Fib	IF	10T	IF AdMyoD D5	Myo	SC	10T	IF AdMyoD D5	Myo	SC	10T 5aza D5	IF AdMyoD D5	Myo	SC	10T 5aza D5	IF AdMyoD D10	Myo	SC	NA
4747	Clasrp	16	8	2	27	8	7	5	15	17	4	4	1	0	14	17	7	0	14	7	0	28	24	10	12	10	7	3	0	17	6	5	1	28	2
4748	Clca1	2	1	0	26	0	1	2	3	1	0	0	0	0	2	0	2	0	35	0	0	0	0	0	3	0	0	0	0	1	0	1	0	1	0
4749	Clca2	1	1	0	5	1	2	4	0	2	0	0	0	0	3	3	3	0	3	0	0	2	1	0	0	0	1	0	1	0	0	0	0	2	0
4750	Clca3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
4751	Clca4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4752	Clca5	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4753	Clca6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4754	Clcc1	46	6	2	67	33	37	23	31	68	28	30	2	0	54	24	11	0	39	13	2	81	86	22	38	23	32	14	5	58	19	15	2	58	15
4755	Clcf1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0
4756	Clcn1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0
4757	Clcn2	6	3	0	1	1	1	2	2	4	0	0	0	0	0	4	2	0	3	0	0	4	2	2	3	4	2	2	0	5	1	5	0	10	0
4758	Clcn3	9	12	0	17	4	9	11	5	11	1	14	0	1	12	2	6	3	9	7	0	32	12	9	7	16	7	3	0	49	5	8	1	62	0
4759	Clcn4-2	205	40	18	494	113	212	89	300	331	90	87	3	3	354	118	77	1	180	69	12	288	321	74	226	96	154	40	13	266	80	27	13	328	14
4760	Clcn5	20	3	1	11	4	3	5	6	14	9	6	0	1	3	4	2	0	6	3	0	25	17	4	2	12	15	1	0	28	4	6	0	32	1
4761	Clcn6	1	1	0	5	1	0	0	1	2	1	0	0	0	2	1	1	0	1	1	0	1	2	0	1	0	1	0	0	1	1	0	0	0	0
4762	Clcn7	9	22	4	37	9	13	25	31	36	5	11	2	1	37	19	21	0	54	15	4	20	7	19	22	13	7	10	2	40	7	12	2	41	1
4763	Clcnka	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0	0	10	0
4764	Clcnkb	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0
4765	Cldn1	1	2	3	2	0	2	0	12	0	1	2	0	1	0	0	2	0	4	0	0	5	1	0	1	1	0	0	0	4	0	1	1	1	1
4766	Cldn10	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4767	Cldn11	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4768	Cldn12	8	14	0	30	3	7	11	8	21	7	6	1	0	23	20	13	0	16	9	1	143	13	16	17	39	5	9	1	58	0	13	1	64	3
4769	Cldn13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4770	Cldn14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4771	Cldn15	2	1	0	16	1	0	0	4	16	0	0	0	0	23	1	0	0	22	1	0	3	0	0	5	1	0	0	0	0	0	0	1	3	0
4772	Cldn16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4773	Cldn17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4774	Cldn18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
4775	Cldn19	12	1	0	1	2	2	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
4776	Cldn2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	1	0	0	0	1	4	0	0	0	7	0
4777	Cldn20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4778	Cldn22	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4779	Cldn23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4780	Cldn24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4781	Cldn25	89	88	6	265	50	86	113	145	174	29	54	5	17	189	236	83	15	100	101	4	299	159	116	116	109	61	76	7	219	20	72	12	240	19
4782	Cldn26	3	0	0	0	3	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	2	0	0	0	0
4783	Cldn3	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	2	0	0	1	0	0	0	4	0	1	0	4	0
4784	Cldn4	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	6	0	0	51	0	2	2	177	0	0	1	53	1	3	0	89	0
4785	Cldn5	54	0	0	7	22	45	0	0	1	12	15	0	0	4	0	0	0	120	0	0	0	38	0	0	0	6	0	0	0	0	1	2	2	2
4786	Cldn6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
4787	Cldn7	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
4788	Cldn8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4789	Cldn9	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	2	0	10	0	2	0	4	0
4790	Cldnd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4791	Clec10a	2	1	0	2	0	1	2	0	0	1	2	0	0	3	0	1	0	9	0	0	0	1	0	1	0	2	1	0	0	1	1	0	0	0
4792	Clec11a	5	5	0	32	1	0	4	34	33	1	1	1	0	27	3	3	0	18	1	1	9	6	3	58	7	0	2	2	8	0	2	3	9	1
4793	Clec12a	0	0	0	14	1	1	1	1	1	0	0	0	0	6	0	0	0	31	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
4794	Clec12b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4795	Clec14a	13	0	1	18	10	15	2	15	25	6	5	2	0	34	0	1	0	37	0	1	3	7	1	1	1	7	2	1	5	5	0	0	7	2
4796	Clec16a	6	9	0	11	2	4	9	1	12	3	4	0	0	7	7	12	0	9	4	0	3	5	7	8	3	2	4	0	5	2	9	0	9	1
4797	Clec18a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4798	Clec1a	2	0	0	1	4	2	1	0	0	2	0	0	0	0	0	0	0	8	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
4799	Clec1b	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4800	Clec2d	6	19	1	38	3	2	22	11	19	0	3	2	0	23	3	16	0	25	4	1	2	3	5	7	2	3	8	2	1	2	7	4	5	2
4801	Clec2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4802	Clec2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4803	Clec2g	0	11	0	1	0	0	8	0	1	0	0	0	0	0	1	7	0	0	0	0	1	1	0	0	0	0	11	0	0	0	5	0	2	1
4804	Clec2h	5	14	1	28	3	5	1	6	20	4	3	1	0	13	8	7	1	3	7	1	17	6	6	18	12	4	11	0	24	0	12	1	52	0
4805	Clec2i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4806	Clec2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
4807	Clec3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4808	Clec3b	1	8	3	2	0	2	184	54	16	1	0	12	0	7	0	142	0	27	0	0	0	0	1	5	0	0	0	0	0	0	1	2	0	0
4809	Clec4a1	0	0	0	0	1	3	0	0	1	0	0	0	0	1	1	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4810	Clec4a2	1	0	0	7	0	2	0	1	0	1	2	0	0	10	0	0	0	18	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0
4811	Clec4a3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4812	Clec4a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4813	Clec4b1	2	0	0	2	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4814	Clec4b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4815	Clec4d	0	1	0	21	0	1	0	0	1	0	0	0	0	29	5	1	0	64	5	0	4	0	2	0	2	0	1	0	1	0	1	2	2	0
4816	Clec4e	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4817	Clec4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4818	Clec4g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
4819	Clec4n	1	0	0	15	0	1	0	0	2	0	0	0	0	21	0	0	0	81	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
4820	Clec5a	0	0	0	7	1	0	0	0	0	0	0	0	0	5	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4821	Clec7a	3	0	0	4	0	1	1	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4822	Clec9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4823	Clgn	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4824	Clhc1	0	1	0	5	0	0	1	1	2	0	0	0	0	0	6	1	0	3	9	0	32	0	7	2	13	0	1	0	10	0	0	0	6	0
4825	Clic1	99	767	23	1304	23	105	470	284	971	29	73	37	9	999	1690	374	14	612	875	15	2847	130	686	408	1559	67	560	21	1165	16	536	23	1306	14
4826	Clic3	0	0	1	1	0	1	1	4	2	0	0	0	0	4	0	0	0	1	0	1	17	0	0	1	21	0	0	0	116	0	2	0	95	0
4827	Clic4	58	100	18	378	21	48	105	213	370	16	39	5	1	341	118	74	2	390	55	12	137	63	74	154	79	23	83	6	179	6	96	10	181	7
4828	Clic5	8	0	0	0	6	6	0	0	0	1	3	0	0	0	0	0	0	5	0	0	1	5	0	0	0	0	1	0	22	1	0	0	21	1
4829	Clic6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4830	Clint1	35	80	12	227	11	42	68	155	221	23	25	3	12	230	124	73	22	145	53	12	173	54	64	123	80	31	48	7	136	14	37	4	175	5
4831	Clip1	9	31	6	88	10	25	73	51	72	8	18	0	0	83	58	46	2	51	23	3	31	18	36	42	10	10	30	1	29	5	18	7	50	1
4832	Clip2	1	4	0	6	0	0	2	4	2	1	0	0	0	4	5	3	0	2	2	1	2	1	6	3	0	1	3	0	3	0	3	0	4	0
4833	Clip3	48	19	4	95	37	44	20	60	99	28	67	2	0	71	24	25	1	63	11	3	44	116	22	48	30	87	15	3	37	21	21	3	63	10
4834	Clip4	1	8	0	9	0	0	6	10	19	0	0	1	1	8	1	9	0	16	2	0	4	1	3	3	4	2	4	1	18	0	3	0	20	0
4835	Clk1	120	16	8	157	51	88	56	72	92	26	54	5	1	87	45	46	1	42	25	5	74	101	27	74	17	52	24	5	60	23	18	2	84	13
4836	Clk2	26	15	3	53	26	21	8	38	41	14	12	0	1	49	20	12	2	26	8	5	48	42	9	27	25	21	8	2	26	18	4	4	54	4
4837	Clk3	32	36	4	92	21	29	34	41	62	12	31	2	4	77	62	23	4	47	30	2	67	39	39	55	44	18	36	1	55	7	22	2	65	3
4838	Clk4	47	21	1	89	22	37	19	40	46	12	15	2	0	55	47	29	4	20	27	6	72	45	21	55	16	26	26	6	64	22	16	6	76	8
4839	Clmn	93	5	0	3	46	140	4	1	4	37	89	0	0	3	1	0	1	5	1	0	0	92	3	3	1	67	0	0	0	27	0	0	2	13
4840	Clmp	13	27	3	111	11	7	16	42	120	11	8	0	0	115	53	19	0	73	33	5	6	20	44	49	2	2	17	4	23	4	15	4	24	3
4841	Cln3	9	1	0	10	8	17	4	5	3	4	10	0	1	10	1	0	0	12	1	0	16	12	0	3	6	6	2	0	14	11	0	0	12	2
4842	Cln5	7	28	1	97	12	11	24	47	100	7	16	1	0	79	36	34	0	56	23	7	21	19	37	36	2	14	8	1	33	2	27	2	32	2
4843	Cln6	2	3	1	20	0	10	7	8	24	1	10	0	0	18	4	0	0	37	7	0	15	7	12	7	5	5	1	0	9	2	4	0	14	0
4844	Cln8	17	40	1	47	19	28	31	33	53	7	6	2	0	34	39	16	0	38	21	2	50	31	19	27	23	7	17	2	61	4	24	4	81	2
4845	Clnk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4846	Clns1a	61	48	13	178	24	51	33	97	201	33	34	5	5	143	191	31	1	101	70	10	373	136	61	124	183	58	39	6	210	20	43	10	242	12
4847	Clock	12	10	2	54	6	16	10	17	41	4	7	1	1	45	29	17	0	19	14	1	27	9	17	23	6	7	8	0	33	6	9	2	27	3
4848	Clp1	14	18	0	41	7	16	17	12	31	11	6	1	1	26	32	12	0	27	14	0	59	25	17	16	17	15	13	1	44	7	5	1	53	2
4849	Clpb	20	41	3	62	10	24	27	27	51	6	10	5	0	49	31	17	0	51	23	1	62	26	26	33	56	14	28	1	98	5	27	1	80	1
4850	Clpp	61	144	8	284	53	84	120	140	222	40	55	10	4	223	368	120	4	183	132	15	500	165	162	159	352	72	109	7	339	26	103	8	346	12
4851	Clps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4852	Clpsl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4853	Clptm1	23	23	5	66	15	18	42	32	60	8	17	1	1	48	29	19	3	74	15	3	51	35	14	41	46	13	15	1	50	7	24	1	75	6
4854	Clptm1l	46	49	8	178	12	61	37	66	155	5	21	4	1	160	90	34	1	214	63	5	100	42	73	77	60	15	36	6	86	2	68	4	112	1
4855	Clpx	21	17	1	54	12	26	28	42	51	9	15	2	1	51	26	23	2	43	24	2	60	23	22	27	17	13	10	2	51	8	11	2	74	5
4856	Clrn1	4	0	0	0	3	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	6	3	1	0	4	3	1	0	4	2	0	0	24	0
4857	Clrn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4858	Clrn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4859	Clspn	3	3	0	50	2	3	10	2	27	0	2	1	2	40	102	2	1	31	52	1	98	14	63	10	42	5	9	1	42	0	2	0	44	1
4860	Clstn1	10	8	1	16	3	7	8	11	16	4	6	1	0	17	7	6	0	9	4	0	5	22	6	7	3	5	2	2	1	0	4	0	7	1
4861	Clstn2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
4862	Clstn3	4	1	0	1	0	7	2	0	0	0	2	0	0	2	0	1	0	0	0	0	0	5	0	0	1	2	0	0	0	1	1	0	2	0
4863	Clta	84	215	10	375	38	86	164	177	338	29	67	10	16	283	346	117	24	322	183	14	294	211	268	289	290	133	182	20	280	48	188	16	358	19
4864	Cltb	73	109	18	218	91	80	128	192	188	52	35	1	1	170	91	107	2	141	53	8	39	165	61	162	54	79	68	11	66	24	72	12	60	11
4865	Cltc	73	157	17	458	35	110	178	255	439	31	70	7	22	410	276	130	38	454	130	19	240	76	204	206	90	42	106	11	284	15	115	21	319	6
4866	Clu	9	21	7	46	12	16	115	28	31	14	13	6	0	72	1	88	2	121	0	0	0	21	0	10	1	4	14	2	2	2	9	2	1	0
4867	Cluap1	18	14	4	39	10	24	22	17	36	8	14	1	0	39	26	25	1	33	26	2	61	30	14	18	24	20	12	1	31	13	10	1	39	3
4868	Cluh	19	19	2	81	12	34	21	16	62	9	14	2	2	79	51	16	0	126	38	3	144	35	40	23	94	16	11	1	87	7	11	0	109	2
4869	Clvs1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	2	0	0	0	1	0	0	0
4870	Clvs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
4871	Clybl	25	64	3	174	12	28	59	76	137	13	14	5	1	138	45	41	0	62	22	3	75	37	24	102	58	15	38	7	113	10	42	4	139	2
4872	Cma1	10	2	0	1	0	46	1	3	0	0	29	0	0	0	0	1	0	1	0	0	0	21	0	0	0	11	1	0	1	2	1	0	1	0
4873	Cma2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4874	Cmah	3	14	4	34	1	10	22	20	22	6	10	1	0	29	77	14	0	27	35	0	42	18	30	25	14	4	13	2	28	3	12	3	32	0
4875	Cmas	23	27	0	54	1	12	13	24	43	4	14	0	4	42	51	10	5	50	30	1	93	19	21	13	48	7	14	2	84	6	18	3	77	2
4876	Cmbl	1	4	1	19	2	2	8	23	9	3	1	0	0	15	1	4	0	30	0	0	15	2	0	6	2	0	0	0	7	0	3	1	4	1
4877	Cmc1	23	94	9	273	14	32	81	126	197	11	14	5	9	230	116	64	11	121	63	14	165	74	63	182	52	32	66	10	220	17	55	7	263	8
4878	Cmc2	20	53	4	199	12	23	53	63	152	8	23	4	1	135	196	66	0	99	76	9	200	64	85	91	154	17	52	7	129	8	43	2	123	4
4879	Cmip	89	78	8	219	65	64	73	213	196	92	36	2	3	231	78	58	1	133	39	4	120	137	60	71	79	71	43	6	147	54	59	5	220	16
4880	Cmklr1	1	2	1	2	0	1	7	3	0	0	0	0	0	1	1	3	0	8	1	0	0	1	2	1	0	0	1	0	0	0	2	0	0	0
4881	Cml1	6	2	1	14	7	4	6	3	18	3	6	0	0	18	5	8	0	11	0	0	11	11	1	7	2	7	0	1	14	1	5	1	27	1
4882	Cml2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4883	Cml3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4884	Cml5	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
4885	Cmpk1	81	162	15	422	33	46	127	213	358	20	28	9	2	393	376	102	1	243	209	17	271	95	209	250	75	53	124	19	219	21	130	16	287	15
4886	Cmpk2	16	2	0	0	8	5	4	1	0	2	2	1	0	1	0	0	0	9	0	0	1	8	0	1	0	2	1	0	1	1	0	0	1	0
4887	Cmss1	25	21	7	34	15	19	12	14	30	7	19	1	12	23	84	13	8	20	39	1	132	45	39	24	76	28	27	1	47	9	14	2	53	2
4888	Cmtm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4889	Cmtm2a	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
4890	Cmtm2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4891	Cmtm3	18	77	12	278	15	11	81	150	287	10	11	5	2	227	77	45	2	211	41	6	121	16	57	164	59	14	47	15	86	4	50	10	126	3
4892	Cmtm4	3	11	2	26	1	6	8	21	34	1	9	0	1	30	22	1	0	33	11	1	14	6	20	13	7	6	7	0	13	1	11	0	18	1
4893	Cmtm5	10	2	0	1	4	4	1	0	0	1	4	0	0	2	0	0	0	1	0	0	4	3	0	0	0	1	2	0	3	1	0	0	4	1
4894	Cmtm6	28	16	8	99	24	37	31	73	55	22	12	5	1	59	13	21	3	45	15	3	51	61	3	30	17	16	9	6	22	6	16	6	37	0
4895	Cmtm7	7	9	1	41	1	7	12	23	32	4	4	0	0	35	40	5	0	17	18	3	16	9	13	14	5	5	8	0	20	0	4	0	17	1
4896	Cmtm8	4	1	0	1	5	1	0	0	0	2	0	0	0	1	1	1	0	4	0	0	0	5	0	2	0	2	0	0	0	0	0	0	1	1
4897	Cmya5	2	1	0	6	1	6	0	8	10	2	2	0	0	6	0	0	0	4	1	1	3	4	1	4	0	2	0	0	36	0	0	0	9	1
4898	Cnbd2	2	2	0	11	3	3	4	4	5	3	0	1	0	6	2	4	0	7	0	0	1	5	0	3	1	3	3	0	8	0	2	0	3	0
4899	Cnbp	618	627	50	1531	441	830	676	707	920	322	454	55	486	1012	1848	563	578	641	952	46	3709	1400	931	859	893	646	615	52	2223	210	498	62	2276	96
4900	Cndp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4901	Cndp2	23	108	7	341	7	22	129	112	244	9	14	7	0	225	102	118	1	226	55	4	116	32	50	145	66	20	77	5	49	2	72	9	68	3
4902	Cnep1r1	51	34	8	146	14	43	52	77	86	14	21	4	1	98	58	45	1	56	24	4	86	49	38	38	22	13	24	5	77	9	26	1	96	2
4903	Cnfn	0	0	0	0	1	0	1	0	0	0	0	0	7	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
4904	Cnga1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4905	Cnga2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4906	Cnga3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
4907	Cnga4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4908	Cngb1	1	0	0	3	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
4909	Cngb3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4910	Cnih	74	247	23	593	52	61	221	363	488	45	50	16	3	478	547	187	9	260	291	20	746	144	292	311	114	66	212	20	322	34	165	18	429	11
4911	Cnih2	0	0	0	2	0	0	1	1	1	1	1	0	0	1	0	1	0	2	0	0	8	1	0	0	7	0	1	0	16	0	1	1	25	0
4912	Cnih3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
4913	Cnih4	166	487	25	962	79	152	290	330	562	56	91	22	8	678	1808	256	3	380	867	31	2242	241	692	451	856	132	394	19	1076	51	461	19	1205	17
4914	Cnksr1	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	1	0	12	0	1	0	10	0
4915	Cnksr2	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0
4916	Cnksr3	18	10	1	18	6	12	19	14	28	3	7	1	0	13	21	12	0	19	6	0	40	6	7	4	27	6	4	0	28	0	9	0	37	1
4917	Cnn1	8	5	8	499	3	3	3	198	137	1	6	2	1	269	3	2	0	51	2	6	1	1	10	158	1	1	5	7	3	0	3	9	2	0
4918	Cnn2	62	1056	76	1946	30	73	636	876	1052	15	46	29	13	1161	2222	517	6	833	1164	47	1246	74	1112	928	1147	15	792	42	462	14	681	70	543	8
4919	Cnn3	606	174	37	809	316	432	182	532	620	234	321	15	21	590	241	111	13	416	125	25	876	1049	182	431	565	430	113	19	1261	153	146	31	1843	48
4920	Cnnm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921	Cnnm2	1	3	2	13	0	3	6	6	9	1	1	0	1	12	2	4	1	22	1	0	10	3	5	9	1	3	6	1	7	3	4	0	12	0
4922	Cnnm3	14	5	1	14	11	33	11	17	11	7	17	0	0	14	10	9	0	25	3	0	16	11	5	5	4	7	1	0	13	4	3	1	25	4
4923	Cnnm4	9	12	0	18	17	9	12	17	9	6	8	0	0	15	20	2	0	15	7	0	28	19	8	11	24	7	2	0	42	1	4	0	40	2
4924	Cnot1	31	31	3	96	17	42	40	50	90	15	25	2	9	96	79	31	7	112	47	1	103	40	66	40	28	24	24	4	69	6	20	3	89	3
4925	Cnot10	14	9	0	47	15	20	22	20	42	6	24	0	1	34	33	14	1	22	14	0	81	19	29	12	29	13	9	1	61	8	17	4	56	1
